brand,details,price,year,mileage,fuel,gearbox,power
subaru,2.0i-S ES Comfort Navi Linear.,892000,2025,12,Benzín,Automatická,-1.0
fiat,"1,6 Multijet 77 kW Life  CZ",137000,2012,199402,Nafta,Manuální,77.0
honda,"2,2i-CTDi  ELEGANCE 4x4",199900,2009,186716,Nafta,Manuální,-1.0
subaru,2.0i-S ES Executive Line. MHEV,912000,2025,12,Benzín,Automatická,-1.0
volvo,"PLUS B4, Matrix,360°,ventilace",944000,2025,3000,Benzín,Automatická,-1.0
renault,"1.4 TCe,AC,TZ,park.asist",95000,2010,148984,Benzín,Manuální,-1.0
audi,50TDI Quattro Tiptronic S-line,899000,2019,129700,Nafta,Automatická,-1.0
fiat,Fiat Doblo Panorama New,634900,2025,10,Nafta,Manuální,-1.0
citroen,"KOMBI L2 2,0 BHdi 180 EAT8",834900,2026,1,Nafta,Automatická,-1.0
kia,"2.2 hrdi,ČR,KŮŽE,AT,4X4",329000,2014,118000,Nafta,Automatická,-1.0
nissan,1.3DIG-T 158HP AT N-Connecta,722890,2026,0,Benzín,Automatická,-1.0
nissan,1.3DIG-T 140HP N-Connecta,672890,2026,0,Benzín,Manuální,-1.0
citroen,HDI-96  EAT8 16ALU  PDC COCPIT,319000,2022,142000,Nafta,Automatická,-1.0
mazda,2.0 X186 6AT 4x2 Homura,757300,2025,3000,Benzín,Automatická,-1.0
mercedes-benz,450 D 4MATIC,1949000,2024,28261,Nafta,Automatická,-1.0
opel,Edition 2.0 125 kW,419990,2019,63310,Nafta,Automatická,125.0
subaru,2.4 LIMITED AT,990000,2023,16070,Benzín,Automatická,-1.0
hyundai,LED NAVI 1M SoH 98%,558000,2021,22030,Elektro,Automatická,-1.0
nissan,"2.0 i 104kW 4X4 LPG, PANORAMA",166000,2010,172000,Benzín,Manuální,104.0
volvo,B3 Plus Dark,709999,2023,46983,Benzín,Automatická,-1.0
opel,"1.4i66KW,PĚKNÁ,SERVISKA,VÝBAVA",44800,2010,200000,Benzín,Manuální,66.0
volvo,2.4 D6 AWD R-DESIGN HYBRID,269000,2015,283000,Hybridní,Automatická,-1.0
volkswagen,"2,0 TDI 150PS  L2H1 Kombi-5",999000,2024,23031,Nafta,Manuální,-1.0
peugeot,GT line 1.2 96 kW,424990,2020,50777,Benzín,Automatická,96.0
volkswagen,"1,5 TSi 110kW 1 Majitel DSG",365000,2020,210000,Benzín,Automatická,110.0
renault,"1,3 TCe 140 1.MAJ.,ČR,46000KM!",349000,2019,46600,Benzín,Manuální,-1.0
nissan,"3,0 dCi V6 4x4 AUTOMAT",249000,2010,247000,Nafta,Automatická,-1.0
ford,Trend 1.6 Ti-VCT 77 kW,158990,2015,176601,Benzín,Manuální,77.0
peugeot,GT Hybrid 4x4 300k- TOP,629000,2021,47900,Hybridní,Automatická,-1.0
citroen,HDI-96 LED 18ALU,369000,2022,138000,Nafta,Manuální,-1.0
mazda,"2,2 Skyactiv-D AWD,KŮŽE,TAŽNÉ",348000,2016,160000,Nafta,Automatická,-1.0
opel,"J KOMBI 1,6 85kW, SERVISKA",119500,2011,148955,Benzín,Manuální,85.0
fiat,La Prima BEV 54kWh 156k,838900,2025,5,Elektro,Automatická,54.0
renault,Intens 1.5 DCI 85 kW,369990,2021,86465,Nafta,Manuální,85.0
subaru,TOURING 4x4. Poslední vozy.,1315000,2025,1,Benzín,Automatická,-1.0
ford,"2.0TDCi 4x4,autoAC",210000,2012,162393,Nafta,Manuální,-1.0
opel,ELEKTRO MAX VÝBAVA 50KWH*LED*,399900,2024,14000,Elektro,Automatická,50.0
bmw,"3.0 330Ci,AT,xenon,kůže",445000,2003,74255,Benzín,Automatická,-1.0
mercedes-benz,"300 AMG 4M, WEBASTO, PANORAMA",1899900,2024,1,Benzín,Automatická,-1.0
mercedes-benz,"2,1 CDI CZ L Marco Polo DPH",738999,2017,167501,Nafta,Manuální,-1.0
kia,"1,6 CRDi 94kW FIFA World Cup E",109000,2013,158313,Nafta,Manuální,94.0
kia,"SW 1,5 TOP Business ""ref. vůz""",578900,2025,9500,Benzín,Manuální,-1.0
nissan,"3,0dCi 170kW TAŽNÉ 3500KG",359900,2012,271949,Nafta,Automatická,170.0
seat,1.4 TSI 90 kW,219990,2014,95593,Benzín,Manuální,90.0
kia,"SW 1,5T-GDi 7DCT SPIN""ref.vůz""",569900,2025,5500,Benzín,Automatická,-1.0
bmw,"220d M sport, kůže, automat",570000,2015,110694,Nafta,Automatická,-1.0
citroen,"1,5 BlueHDi 96 kW S&S Business",358000,2020,110154,Nafta,Manuální,96.0
skoda,1.5TSI 110kW DSG TAŽNÉ Ambitio,609000,2024,17573,Benzín,Automatická,110.0
audi,3.0TDI Quattro Aut. Nová STK,79999,2008,335000,Nafta,Automatická,-1.0
nissan,"1,3   N-CONNECTA AT",739990,2025,8,Benzín,Automatická,-1.0
nissan,"1,3   N-CONNECTA AT",739990,2025,8,Benzín,Automatická,-1.0
nissan,"1,3   ACENTA AT",692890,2025,8,Benzín,Automatická,-1.0
bmw,sDrive30i,990000,2023,29750,Benzín,Automatická,-1.0
subaru,2.5CVT 169k 4x4 Field 2025,1039000,2026,0,Benzín,Automatická,-1.0
subaru,2.5CVT 169k 4x4 Active 2025,969000,2026,0,Benzín,Automatická,-1.0
opel,Hybrid GS 1.2 TURBO (81kW),549900,2025,6000,Benzín,Automatická,81.0
mercedes-benz,"V 300 d, EXCLUSIVE, L",2399430,2025,8,Nafta,Automatická,-1.0
volvo,2.4 D5 automat 132kW,69000,2006,178991,Nafta,Automatická,132.0
ford,"MANUÁL 2,0 TDCI 100 KW SPOJKA",182800,2010,237009,Nafta,Manuální,100.0
honda,"2.0 ELEGANCE PLUS, zimní pneu",1012700,2026,8,Hybridní,Automatická,-1.0
honda,"2.0 4x4 ELEGANCE, zimní pneu",1032700,2026,9,Benzín,Automatická,-1.0
honda,"2.0 4x4 ADVANCE, zimní pneu",1122700,2026,8,Benzín,Automatická,-1.0
fiat,1.3 JTD,99000,2014,221975,Nafta,Manuální,-1.0
peugeot,2.0 HDI 133 KW RXH ČR,199900,2016,212584,Nafta,Automatická,133.0
ford,"2.0 EcoBlue, ST-Line",420000,2020,136834,Nafta,Automatická,-1.0
toyota,"1,3 VVT-i 73kW 2x kola, NAVI",299900,2018,44430,Benzín,Manuální,73.0
audi,"3,0 TDi  Quattro Sportback B&O",1299000,2021,67529,Nafta,Automatická,-1.0
ford,2.0 ST-LINE 140 KW 8AT ECOBLUE,469000,2020,131000,Nafta,Automatická,140.0
renault,2.0 dCi INITIALE PARIS  200k,599900,2020,94400,Nafta,Automatická,-1.0
nissan,DC 4x4 Autm. Tekna 360° Rundum,883300,2021,95650,Nafta,Automatická,-1.0
honda,"2,0 P:HEV Advance Tech DEMO",1189900,2025,1000,Benzín,Automatická,-1.0
honda,"1.5e:HEV ELEGANCE26,zimní pneu",615700,2026,11,Benzín,Automatická,-1.0
honda,1.5e:HEV ELEGANCE EXCLUSIVE26,625700,2026,8,Hybridní,Automatická,-1.0
citroen,ë-C3 PLUS 83 kW bat 44kWh,535000,2025,4900,Elektro,Automatická,83.0
seat,Vamos 1.5 TSI 150k,669900,2025,7,Benzín,Manuální,-1.0
kia,GT LINE 84 kWh + HEAT+TECH+MER,1349980,2025,9000,Elektro,Automatická,84.0
hyundai,"1,2i CLUB, 1.maj.,nízké KM,TZ",199900,2017,34100,Benzín,Manuální,-1.0
renault,GrandCoupé TCe 140 Techno,640000,2026,10,Benzín,Manuální,-1.0
volkswagen,"2,0TSI 170PS Sport & Style 4x4",174000,2008,104816,Benzín,Manuální,-1.0
ford,ST-Line X 2.5 HEV 132 kW,897800,2026,14,Hybridní,Automatická,132.0
fiat,1.2i 51kW *Klima*Isofix*,129900,2016,150000,Benzín,Manuální,51.0
ford,2.0TDCi/AWD/Titanium/AT/LED/,359000,2021,162513,Nafta,Automatická,-1.0
ford,2.0TDCi/Trend/LED/DPH/,329000,2019,135321,Nafta,Manuální,-1.0
nissan,1.6 HEV 143 AMT N-Connecta,499000,2023,15795,Hybridní,Automatická,-1.0
toyota,200 4.5 D-4D V8/72.950km/183kW,1549000,2020,72950,Nafta,Automatická,183.0
volvo,T8 AWD Inscription Polestar,649900,2018,101339,Hybridní,Automatická,-1.0
mercedes-benz,200 Kompressor,169999,2008,238000,Benzín,Manuální,-1.0
bmw,M760Li|V12|430kW|Bowers|Execut,2069000,2020,53700,Benzín,Automatická,430.0
renault,Energy Intens 1.5 81 kW,224990,2017,163691,Nafta,Automatická,81.0
opel,Cosmo 1.7 96 kW,199990,2015,173943,Nafta,Automatická,96.0
bmw,30d XDrive M Paket!,449990,2014,242000,Nafta,Automatická,-1.0
seat,FR 1.0 TSI 70 kW,429990,2024,16880,Benzín,Manuální,70.0
bmw,"30d,210kW,4x4,Vzduch,Swarovski",1599000,2021,100888,Nafta,Automatická,210.0
renault,Authentique 1.6 16V 77 kW,59990,2008,127360,Benzín,Manuální,77.0
peugeot,"1,2 ALLURE Hybrid 136 e-DCS6",629000,2025,5,Hybridní,Automatická,-1.0
nissan,Unknown,295000,2006,250000,Benzín,Manuální,-1.0
hyundai,1.0 i AUTOMAT ČR 1.MAJ.SERVIS,319000,2021,56433,Benzín,Automatická,-1.0
seat,"1,5 TSI  96 KW 5F  ST FR",415000,2020,78200,Benzín,Manuální,96.0
volkswagen,R-Line 2.0 TDI 147kW 4Motion D,959000,2023,6013,Nafta,Automatická,147.0
subaru,"2.0 153k Comfort,kůže,19"" 2026",1065000,2026,0,Hybridní,Automatická,-1.0
volvo,B5 173kW AWD R-Design,785000,2019,114000,Nafta,Automatická,173.0
citroen,"1,5 HDI EAT8",319000,2021,153000,Nafta,Automatická,-1.0
hyundai,"1,5 T-GDI MH MT SMART NAVI",449900,2023,33436,Benzín,Manuální,-1.0
skoda,"COM.1,0 TSi,KLIMA,NAVIG.ESP,ČR",156980,2020,219000,Benzín,Manuální,-1.0
renault,1.3TCe 130 AUTOMAT STAV NOVÉHO,649000,2024,7171,Benzín,Automatická,-1.0
subaru,"AWD 2,5I Touring tažné, kůže",765000,2023,100000,Benzín,Automatická,-1.0
volvo,V90 T4 Inscription,600000,2018,103000,Benzín,Automatická,-1.0
audi,3.0 0 180 kW,369990,2013,127636,Nafta,Automatická,180.0
nissan,"1.3T mHEV AT,2WD,SKLADEM",712890,2026,1,Benzín,Automatická,-1.0
peugeot,"1,4 i KLIMA SERVIS ROZVODY",99000,2010,166000,Benzín,Manuální,-1.0
nissan,"2.2 DCi, 100 kW, 192 tkm, 4x2",74900,2005,192000,Nafta,Manuální,100.0
seat,1.4 TSI DSG/PANORAMA/AUTOKLIMA,529900,2021,126783,Benzín,Automatická,-1.0
volvo,"R-DESIGN, B4 AWD, 145+10 kW /",899000,2021,58600,Nafta,Automatická,10.0
volkswagen,1.5 TSI 110 kW DSG Elegance,409000,2019,95925,Benzín,Automatická,110.0
nissan,1.0 DIG-T 114 AT N-CONNECTA,585990,2024,5800,Benzín,Automatická,-1.0
opel,MHEV 1.2T 145k GS AT6,879600,2024,3000,Hybridní,Automatická,-1.0
honda,"2,0 i-VTEC Comfort",99900,2008,245000,Benzín,Unknown,-1.0
ford,"1.0 EB,ČR,ST-Line",299000,2018,77172,Benzín,Manuální,-1.0
kia,"1.6 CRDi,Exclusive,AT,navi",235000,2019,175230,Nafta,Automatická,-1.0
subaru,"2.5 i 4x4,AT,kůže,bixen",569000,2018,94720,Benzín,Automatická,-1.0
bmw,M50d ČR INDIVIDUAL M-SPORT TAŽ,899990,2020,198629,Nafta,Automatická,-1.0
citroen,1.2 96 kW,399990,2021,53581,Benzín,Automatická,96.0
nissan,"1.6dCi 4x4,ČR,Acenta",309000,2017,79192,Nafta,Manuální,-1.0
bmw,BMW 125i e88,190000,2008,219697,Benzín,Manuální,-1.0
mercedes-benz,1 MAJITEL AMG FULL LED 4 MATIC,439900,2016,180510,Nafta,Automatická,-1.0
citroen,MAX 113k 44kWh,599000,2025,3500,Elektro,Automatická,44.0
bmw,"xDrive45e Individual, SoH 96%",1649000,2022,50180,Hybridní,Automatická,-1.0
nissan,Tekna/40kWh ProPilot 1.maj.DPH,326700,2019,67000,Elektro,Automatická,40.0
skoda,2.0  TDI 110 kW DSG,609000,2023,41807,Nafta,Automatická,110.0
honda,"2,0 e:HEV Elegance AWD",1057800,2025,20,Benzín,Automatická,-1.0
ford,GEN-E Premium 123kW,783900,2026,15,Elektro,Automatická,123.0
bmw,xDrive40 326k 99%SoH,1048000,2022,52837,Elektro,Automatická,-1.0
toyota,1.8 Hybrid Selection/AT/kůže,319990,2019,232000,Hybridní,Automatická,-1.0
nissan,2.5dCI 4WD Dig.Klima TZ 7míst,219000,2011,286785,Nafta,Manuální,-1.0
volvo,Momentum 2.4 158 kW,299990,2013,130667,Nafta,Automatická,158.0
mazda,"2.0 Skyactiv-X AWD Aut, ČR",599877,2019,41200,Benzín,Automatická,-1.0
seat,1.6 TDI 85 kW,299990,2017,187082,Nafta,Manuální,85.0
fiat,La Prima Elettrica 44kWh 113k,599900,2025,4000,Elektro,Automatická,44.0
fiat,La Prima 1.2 Turbo Hybrid 110k,574900,2025,5,Benzín,Automatická,-1.0
kia,"SW TOP 1,5 T-GDi 7DCT+BUS",624900,2025,0,Benzín,Automatická,-1.0
kia,"1.6 GDI plug-in, Exclusive",440000,2020,58822,Hybridní,Automatická,-1.0
skoda,"1,4 TDI 59 KW STK",59800,2008,208359,Nafta,Manuální,59.0
fiat,"1,3 1.3JTD 70KW Multijet II Ea",189900,2016,149340,Nafta,Manuální,70.0
fiat,FIREFLY 1.0  70k,295000,2024,13700,Hybridní,Manuální,-1.0
nissan,"1,2 i Visia",34000,2009,192000,Benzín,Manuální,-1.0
kia,"1.7 CRDi,1.maj,ČR,Navi",285000,2016,85476,Nafta,Manuální,-1.0
renault,Iconic Five 120,732000,2025,2500,Elektro,Automatická,-1.0
ford,2.0TDCi/Titanium/Dynamic-LED/,379000,2020,112669,Nafta,Manuální,-1.0
hyundai,"1.6 CRDi, Serv.kniha, Klima",170000,2015,133880,Nafta,Manuální,-1.0
ford,1.0 EcoBoost 92 kW Trend man,523200,2026,10,Benzín,Manuální,92.0
ford,ST-Line X 2.5 HEV 132 kW,882799,2026,14,Hybridní,Automatická,132.0
seat,1.MAJ LED AUTOMAT ROK 2020 DPH,399900,2020,164731,Nafta,Automatická,-1.0
skoda,"MONTE CARLO 1,0 TSI ZÁRUKA KM",509800,2022,21757,Benzín,Manuální,-1.0
hyundai,"1,6 T-GDI 4x2 118 kW SMART FL",649990,2025,12000,Benzín,Manuální,118.0
volkswagen,"1,4 TSI 110kW DSG SOUND 1.Maj",331000,2017,121380,Benzín,Automatická,110.0
renault,2.0DCi Elegance 4x4,149900,2011,183000,Nafta,Manuální,-1.0
ford,1.0EcoBoost Hybrid92kW ST-Line,579900,2026,10,Benzín,Automatická,92.0
fiat,1.2 Turbo Hybrid 100k MHEV eDC,549900,2025,243,Hybridní,Automatická,-1.0
renault,1.2 TCe ČR 1.MAJ PANO NAVI TZ,229000,2017,149270,Benzín,Manuální,-1.0
kia,"1,6 HEV 6DCT STYLE ""DEMO""",729900,2025,3000,Hybridní,Automatická,-1.0
ford,Trend 1.2 44 kW,44990,2009,248558,Benzín,Manuální,44.0
ford,2.0 Hybrid ecvT Auto ST SW 1 M,695000,2020,41500,Hybridní,Automatická,-1.0
fiat,1.2 Turbo Hybrid 100k MHEV eDC,549900,2025,1193,Hybridní,Automatická,-1.0
opel,Sports Tourer,299999,2018,87984,Benzín,Manuální,-1.0
fiat,1.4i 54KW LPG-PLYN 1Majitel ČR,59000,2011,208400,LPG + benzín,Manuální,54.0
subaru,"2,5 121KW,4x4+REDUKCE,TZ,1MALU",99990,2004,208412,Benzín,Manuální,121.0
seat,Xcellence 1.5 TSI 110Kw 7 míst,560000,2019,108000,Benzín,Manuální,110.0
opel,Cosmo 1.4 110 kW,279990,2018,50905,Benzín,Manuální,110.0
nissan,"1,6 dCi / 360° KAMERY / TAŽNÉ",329000,2016,123691,Nafta,Automatická,-1.0
audi,4.0 V8T 331kW/450PS Quattro,744999,2017,141056,Benzín,Automatická,331.0
nissan,"2,3 DCi AT, 140kW,1.maj,2xkola",739000,2019,120000,Nafta,Automatická,140.0
nissan,"1.0 6MT ACENTA,SKLADEM",490100,2026,1,Benzín,Manuální,-1.0
renault,"1.5DCi 81KW MANUÁL NAVI ALU20""",209900,2017,191293,Nafta,Manuální,81.0
volkswagen,"3,0 V6 TDI R-Line Panorama TZ",1038999,2021,21372,Nafta,Automatická,-1.0
bmw,Grand Tourer 18d xD ///M TAŽNÉ,484000,2021,114076,Nafta,Automatická,-1.0
bmw,M850i xDrive,1599000,2020,24651,Benzín,Automatická,-1.0
honda,2.0 Type-R 148 kW,289900,2007,175322,Benzín,Manuální,148.0
bmw,"Competition, H&K, Akrapovic",1999000,2022,34000,Benzín,Automatická,-1.0
mazda,3.3 D254 8AT 4x4 Homura Plus,1399900,2025,3000,Nafta,Automatická,-1.0
mazda,"2.2D, Původ ČR 1.maj. Aut. 4x4",159999,2013,300000,Nafta,Automatická,-1.0
subaru,2.5i-T Touring Lineartronic,1315000,2025,11,Benzín,Automatická,-1.0
opel,GS 1.2 TURBO (96kW) AT8,659900,2025,3500,Benzín,Automatická,96.0
toyota,"1,5 HEV 4x2 STYLE ZIMNÍ KOMPLE",645000,2025,2,Benzín,Automatická,-1.0
toyota,1.2T 96 kW L2 Family 8A/T,439000,2021,80351,Benzín,Automatická,96.0
mazda,"2,0 Skyactiv-X 132 kW Luxury Z",408000,2020,110038,Benzín,Manuální,132.0
hyundai,"1.5 DPi,Smart",310000,2022,69833,Benzín,Manuální,-1.0
nissan,"1.6, 16V Visia, 7 MÍST",139900,2010,166147,Benzín,Manuální,-1.0
honda,2.0e:FHEV Elegance AWD,1089000,2026,10,Hybridní,Automatická,-1.0
opel,1.2T 96kW 1.Maj DPH,509000,2023,59000,Benzín,Manuální,96.0
ford,"1,5 D,aut,Titanvýhřev,led,navi",357000,2021,155000,Nafta,Automatická,-1.0
ford,2.0TDCi/Titanium/AT/LED/,349000,2020,173887,Nafta,Automatická,-1.0
subaru,"2.0i Active - AKCE, Demo",750000,2025,7000,Hybridní,Automatická,-1.0
ford,Cool a Connect 1.5 110 kW,399990,2019,28579,Benzín,Manuální,110.0
hyundai,"FB FL 1,0 T-GDI STYLE MHEV",479990,2025,15000,Benzín,Manuální,-1.0
nissan,1.0 DIG-T 84kw 6 MT Acenta,492100,2025,1,Benzín,Unknown,84.0
volvo,TWIN PREFORMANCE Ultra,1935001,2025,18000,Elektro,Automatická,-1.0
fiat,1.6i  4x4 klima po 1.maj!!,137990,2014,169000,Benzín,Manuální,-1.0
mazda,"2,2MZ-CD ŠÍBR NAVI KAMERA",129000,2010,260571,Nafta,Manuální,-1.0
opel,"TURBO, 1. majitel",169999,2013,122612,Benzín,Manuální,-1.0
seat,"2,0 TDi  DSG X-Perience Kessy",539000,2021,122693,Nafta,Automatická,-1.0
bmw,2.0 X-Drive NAVI,199800,2014,215036,Nafta,Manuální,-1.0
mercedes-benz,"320 CDI, 7 MÍST, VÝBAVA",249000,2008,281200,Nafta,Automatická,-1.0
nissan,"1.2 DiG-T,N-Connecta",240000,2018,38848,Benzín,Manuální,-1.0
nissan,N-Connecta 1.2 85 kW,339990,2018,94104,Benzín,Automatická,85.0
nissan,E-POWER e-4ORCE N-TREK SKLADEM,995000,2026,10,Benzín,Automatická,-1.0
peugeot,1.2 PureTech/81kW Active Pack,389900,2023,29035,Benzín,Manuální,81.0
volvo,"Cross Country Pro, B4 AWD, 145",850000,2021,74900,Nafta,Automatická,-1.0
ford,Titanium 1.5 Ecoboost 137kW AT,707127,2026,10,Benzín,Automatická,137.0
ford,Premium AWD 79 kWh 250kW,1363000,2026,10,Elektro,Automatická,79.0
citroen,MAX 113k ELEKTRO AUTOMAT,639900,2025,100,Elektro,Automatická,-1.0
renault,1.6 dCi 118 kW,289990,2016,210712,Nafta,Automatická,118.0
kia,"HEV 4x2 6AT EDICE30 ""ref. vůz""",829900,2025,7000,Hybridní,Automatická,-1.0
subaru,2.5i-S Sport ES Lineartronic,468000,2018,204362,Benzín,Automatická,-1.0
mazda,"2,0 X186 Exc-line, ZIMNÍ PNEU!",750000,2025,8500,Benzín,Manuální,-1.0
nissan,"2.5 DCi, 7 míst, klimatizace",169900,2005,216000,Nafta,Unknown,-1.0
ford,Titanium L2 2.0 EcoBlue 110 kW,1193534,2026,15,Nafta,Manuální,110.0
kia,"1,6 GDi HEV 6DCT 95 kW STYLE",714980,2025,5,Hybridní,Automatická,95.0
nissan,"1,6",109000,2009,208000,Benzín,Manuální,-1.0
ford,Titanium L2 2.0 EcoBlue 110 kW,1315880,2026,10,Nafta,Manuální,110.0
ford,Titanium L1 2.0 EcoBlue 110 kW,1317932,2026,10,Nafta,Manuální,110.0
nissan,"1,5 e-POWER e-4ORCE 5ST TEKNA",1079001,2024,3000,Hybridní,Automatická,-1.0
volkswagen,"1.4 TSi,AC,park.čidla",115000,2010,171212,Benzín,Manuální,-1.0
skoda,1.5 TSI 110kW Style Plus,609000,2024,14147,Benzín,Manuální,110.0
toyota,Plug-in 2.0L PHEV Executive,859000,2025,9500,Hybridní,Automatická,-1.0
skoda,COMBI 2.0TSI 195kW 4x4 DSG LAU,1039000,2024,20432,Benzín,Automatická,195.0
honda,"1,5 e:HEV Elegance REZERVACE",639900,2025,10,Hybridní,Automatická,-1.0
hyundai,Comfort 1.5i 70kW,489790,2025,5,Benzín,Manuální,70.0
subaru,"2,0 D,4x4,110kW,ČR",249000,2015,220977,Nafta,Automatická,110.0
kia,"1.6GDi,99kW,1majČR,64tkm,klim",198900,2015,64813,Benzín,Manuální,99.0
honda,"1,5 e:HEV Advance  MR2026",719800,2025,20,Benzín,Automatická,-1.0
audi,55 TDI quattro |Poslední vůz|,2195032,2025,12,Nafta,Automatická,-1.0
subaru,2.5 ACTIVE 2025 nove,999000,2025,50,Benzín,Automatická,-1.0
audi,"50 TDI, S-Line, tažné, vzduch",1650000,2024,15750,Nafta,Automatická,-1.0
nissan,"3,5 Coupe VQ35DE Automat",279000,2004,130139,Benzín,Automatická,-1.0
opel,"1,5 cdti,Innovation,navi,kůže",230000,2019,99558,Nafta,Manuální,-1.0
kia,"1,6 CRDI GT-Line Aut. LED Kůže",378999,2019,106641,Nafta,Automatická,-1.0
mazda,"2.2D SKYACTIVE, AUTOMAT, PĚKNÝ",239900,2016,238100,Nafta,Automatická,-1.0
audi,2.0TDi*103kW*82TKM*SERVIS*1MAJ,145000,2006,81926,Nafta,Manuální,103.0
ford,2.0 EcoBlue ACTIVE L2,1149500,2023,39000,Nafta,Automatická,-1.0
toyota,"2,2 D-4D 110kW Xenon Kessy",59999,2009,282221,Nafta,Manuální,110.0
kia,"1.7 CRDi,Premium,panor",215000,2012,106757,Nafta,Manuální,-1.0
mercedes-benz,EQE 300 Electric ART Edition,1279000,2024,8900,Elektro,Automatická,-1.0
subaru,2.5i Touring + Hnědá kůže,1265000,2025,6,Benzín,Automatická,-1.0
toyota,1.5 HEV 130K 4x4 PREMIERE EDIT,805000,2025,3000,Benzín,Automatická,-1.0
citroen,2.0 HDI 100 KW,129900,2010,163076,Nafta,Manuální,100.0
bmw,840d xD M-SPORT HUD H/K ČR,1198000,2020,165366,Nafta,Automatická,-1.0
honda,2.0e:HEV ELEGANCE TOP CLASS 26,779700,2026,8,Hybridní,Automatická,-1.0
fiat,1.6 JTD Edice 150,89999,2011,209653,Nafta,Manuální,-1.0
subaru,Touring -130.000 Kč,1137000,2025,12,Hybridní,Automatická,-1.0
seat,2.0TDI DSG ACC STYLE 9.000KM!,699000,2023,9154,Nafta,Automatická,-1.0
opel,2.0 CDTi 1. Majitel,169900,2015,131850,Nafta,Manuální,-1.0
hyundai,"1.0T-GDi,Smart,LED,kamera",309000,2022,62387,Benzín,Manuální,-1.0
hyundai,"1.6 CRDi,Comfort",330000,2020,154537,Nafta,Manuální,-1.0
nissan,"1.6 dCi 4x4,1.maj,ČR,LED",280000,2017,110326,Nafta,Manuální,-1.0
citroen,HDI-96 EAT8 LED 18ALU PDC NAVI,399000,2023,85000,Nafta,Automatická,-1.0
mercedes-benz,220d/Performance LED/DPH/,1279000,2024,20494,Nafta,Automatická,-1.0
bmw,"3,0 35i N55 xDrive Msport 1maj",348999,2013,234083,Benzín,Automatická,-1.0
peugeot,"1,2 PT 96kW Allure LED Navi",159999,2017,125507,Benzín,Manuální,96.0
subaru,2.5i AWD Sport,499900,2019,134576,Benzín,Automatická,-1.0
kia,*BLACK FRIDAY*  GT-LINE 4x4,1469900,2025,2000,Elektro,Automatická,-1.0
peugeot,"3,0   V6 155kW AT, STK 5/2027",79000,2006,238280,Benzín,Automatická,155.0
seat,"2,0 TDi  DSG X-Perience Assist",719000,2022,118814,Nafta,Automatická,-1.0
opel,MHEV 1.2T 110k Edition AT6,478790,2025,500,Hybridní,Automatická,-1.0
seat,"2.0 TDI, DSG, ST, VIRTUAL",368000,2022,160500,Nafta,Automatická,-1.0
ford,1.5 Ecoblue ST-Line,317000,2022,146877,Nafta,Manuální,-1.0
peugeot,"1,2 PT GT LED 18ALU  virtual",399000,2019,61000,Benzín,Manuální,-1.0
bmw,Z4M KUPÉ 343k,1158000,2006,69915,Benzín,Manuální,-1.0
opel,1.2T 130k GS AT8,662750,2025,0,Benzín,Automatická,-1.0
volvo,B5 2.0L 250+14 HP AT8 AWD CORE,1507970,2025,2037,Benzín,Automatická,-1.0
opel,GS 1.2 Turbo (96kW) AT8,649900,2025,4500,Benzín,Automatická,96.0
audi,3.0TDI 200kw S-line Matrix 7mí,678000,2018,207000,Nafta,Automatická,200.0
nissan,EVOLVE 87kWH e-40RCE + Nappa,1399000,2025,5,Elektro,Automatická,87.0
volkswagen,"2,0 TDI SB R-line DSG DPH",718999,2023,89659,Nafta,Automatická,-1.0
peugeot,2.0 HDi GT-Line 1.maj. ...,569900,2020,124861,Nafta,Automatická,-1.0
fiat,"1,3 JTD 59kW",85000,2017,258984,Nafta,Manuální,59.0
hyundai,"1,5I FAMILY",485590,2025,3000,Benzín,Manuální,-1.0
volvo,B5 AWD DARK PLUS AUT,1899000,2026,2000,Benzín,Automatická,-1.0
opel,B Sport EXCLUSIVE 154 KW 4X4,379900,2019,114208,Nafta,Automatická,154.0
ford,"1.5 Ecoboost, ST-LINE",719900,2025,10200,Benzín,Unknown,-1.0
mazda,2.0 e-SKYACTIV-G,435000,2021,119413,Benzín,Manuální,-1.0
hyundai,"TU 25 1,6 TGDI MT SMART",605990,2026,10,Benzín,Manuální,-1.0
volvo,2.0 D4 AWD*A/T*KŮŽE*BLIS,479000,2019,175473,Nafta,Automatická,-1.0
opel,MHEV 1.2T 145k GS AT6,899000,2025,1000,Hybridní,Automatická,-1.0
fiat,1.6 M-Jet 130k,466400,2026,5,Nafta,Manuální,-1.0
fiat,1.6 M-Jet 130k,466400,2026,5,Nafta,Manuální,-1.0
honda,"2,0",156900,2009,224522,LPG + benzín,Manuální,-1.0
citroen,MAX Hybrid 145k Automatic,589900,2025,8900,Hybridní,Automatická,-1.0
nissan,"2,0 7 míst, tažné zařízení  +2",79000,2009,286476,Benzín,Manuální,-1.0
volvo,"2,0 D4 145kW Aut. LED Navi DPH",474999,2021,151921,Nafta,Automatická,145.0
ford,2.5 Hybrid HEV 134kW Active X,966400,2026,10,Hybridní,Automatická,134.0
ford,Titanium L2 2.0 EcoBlue 110 kW,1059900,2026,10,Nafta,Manuální,110.0
fiat,"2,0JTD NAVI, KŮŽE, KAMERA",189900,2014,220000,Nafta,Manuální,-1.0
honda,2.0 4x4 ADVANCE STYLEPACK,1137700,2026,11,Benzín,Automatická,-1.0
