brand,details,price,year,mileage,fuel,gearbox,power
bmw,"2.0d 320d,AT,bixen",140000,2007,271253,Nafta,Automatická,-1.0
renault,"1.2TCe,Intense",230000,2016,112704,Benzín,Manuální,-1.0
hyundai,"1.6T-GDi MHEV 4x4  48V,ČR",600000,2021,65950,Hybridní,Automatická,-1.0
citroen,"1.6 HDi, po STK",50000,2007,159951,Nafta,Manuální,-1.0
ford,"2.0 TDCi,AT,navi,LED",279000,2018,145039,Nafta,Automatická,-1.0
volvo,B5 AWD Ultimate Dark,899999,2023,42694,Benzín,Automatická,-1.0
seat,"1.0 TSI, FR, Navi",350000,2018,44409,Benzín,Manuální,-1.0
fiat,500E Cabrio 87kW 42Ah Oceano,398000,2022,75000,Elektro,Unknown,87.0
opel,"1.6CDTi 77kw, 1. Maj. 5 míst",155000,2012,175000,Nafta,Manuální,77.0
seat,DIGI PALUBKA-STYLE-LED-TOP-DSG,429999,2023,14000,Benzín,Automatická,-1.0
subaru,XT*2.0*177kW*4x4*EXECUTIVE*AWD,300000,2016,250202,Benzín,Automatická,177.0
mercedes-benz,"1,5 CDI 80kW DCT Urban Navi",328999,2016,127671,Nafta,Automatická,80.0
opel,"2,0 T OPC 206kW Aut.klima",399999,2014,121242,Benzín,Manuální,206.0
volkswagen,"2,0 TDI Aut.Klima Tempomat",314999,2019,145212,Nafta,Manuální,-1.0
seat,"kombi ST 1.2 TSI 2015,1x maj.",129900,2015,174000,Benzín,Manuální,-1.0
audi,3.0TDI AUT SERVISKA ALLROAD,373000,2016,222329,Nafta,Automatická,-1.0
toyota,"1.8 Hybrid, Servis jen Toyota",249900,2013,164576,Hybridní,Automatická,-1.0
kia,1.6 crdi 100 kW,209000,2015,208000,Nafta,Automatická,100.0
volkswagen,"1.5 TSi,ČR,Life",420000,2020,69452,Benzín,Manuální,-1.0
renault,"2.0 TCe,1.maj,ČR,AC",153000,2009,27567,Benzín,Manuální,-1.0
seat,"2.0 TDi,FR,LED,navi,+kola",270000,2014,133384,Nafta,Manuální,-1.0
bmw,řady 3 | 320d xDrive,1399000,2025,20000,Nafta,Automatická,-1.0
volkswagen,"1.4 TSi,Výhř.sed.",130000,2009,207341,Benzín,Automatická,-1.0
hyundai,"1.2, NOVÁ CENA, Serv.kniha",120000,2017,182504,Benzín,Manuální,-1.0
skoda,1.2TSi 77kW Elegance,219000,2013,189000,Benzín,Manuální,77.0
kia,"1,6 T-GDi 110 kW COMFORT",669980,2025,5,Benzín,Manuální,110.0
fiat,"1,3",96000,2012,229180,Benzín,Manuální,-1.0
audi,1.4 TFSi 90 KW S-Line 109000km,239900,2012,109000,Benzín,Manuální,90.0
bmw,"116d M-Sport, AT / CR / DPH",499000,2022,77000,Nafta,Automatická,-1.0
bmw,2.5 i 130 kW,205000,2007,248466,Benzín,Manuální,130.0
bmw,"2,5 l 130 kW Automat",210000,2006,233765,Benzín,Automatická,130.0
seat,"1,2 51KW koup v ČR 2majitel",66000,2011,226000,Benzín,Manuální,51.0
skoda,STYLE TDI,481000,2023,48463,Nafta,Manuální,-1.0
mazda,2.5 Dynamic Sport,129900,2008,196000,Benzín,Manuální,-1.0
audi,2.0 TDI,155000,2011,272000,Nafta,Manuální,-1.0
volkswagen,"1.5 TSi ACC,Kůže,Panorama",419000,2019,153684,Benzín,Manuální,-1.0
skoda,SCALA AMBITION TSI 81/1.0 M6,351000,2021,48296,Benzín,Manuální,-1.0
bmw,COMPE*xDRIVE*LASER*ZÁRUKA*H/K*,1849000,2022,37828,Benzín,Automatická,-1.0
renault,Techno E-Tech 160,614700,2025,2,Hybridní,Automatická,-1.0
skoda,"1,0 TSi,STYLE,AUT.KLIMA,6 KV.",161980,2019,216300,Benzín,Manuální,-1.0
audi,"50 TDI S-line,pano,BO, Matrix",1799900,2022,54950,Nafta,Automatická,-1.0
skoda,1.0 TSI e-TEC 81kW / ALU 16'',361000,2022,146624,Benzín,Automatická,81.0
citroen,"2,0 BlueHDI 130kW CZ XL DPH",699999,2021,148931,Nafta,Automatická,130.0
volkswagen,2.0 TDI 110kW DSG / Záruka,468000,2022,146693,Nafta,Automatická,110.0
volkswagen,2.0 TDI 110kW DSG R-line,430000,2022,170598,Nafta,Automatická,110.0
renault,"1.7dCi, záruka, DPH, tažné",389000,2019,139100,Nafta,Automatická,-1.0
audi,"3,0 TDi 180KW S-Line QUATTRO,K",258000,2012,273000,Nafta,Automatická,180.0
toyota,"2,0 D 130kW Aut. 8-Míst L2 DPH",598998,2020,188520,Nafta,Automatická,130.0
volkswagen,"2.0 TDi (110 kW), plný servis",418900,2021,201584,Nafta,Automatická,110.0
mazda,2.0 Skyactiv-G 110 KW 4x4,399000,2018,93003,Benzín,Manuální,110.0
audi,"50TDI QUATTRO S-LINE, VZDUCH",1999900,2026,10,Nafta,Automatická,-1.0
mercedes-benz,63*S*AMG*4M+*COUPÉ*PANO*TAŽ*36,2599000,2022,41375,Benzín,Automatická,-1.0
mazda,2.0L Skyactiv AT AWD ADVANTAGE,869000,2024,24011,Benzín,Automatická,-1.0
seat,"1.6 TDI, Serv.kniha, Klima",140000,2016,235574,Nafta,Manuální,-1.0
hyundai,"1.0 T-GDI, NOVÁ CENA, Automat",350000,2021,45562,Benzín,Automatická,-1.0
seat,"2,0TDI 105kW",99900,2009,248362,Nafta,Manuální,105.0
ford,"2.5i,PLUG IN,ST-LINE,55KM na e",499000,2023,61000,Hybridní,Automatická,-1.0
mercedes-benz,"32 AMG, UNIKÁTNÍ YOUNGTIMER!!",555000,2002,74000,Benzín,Automatická,-1.0
seat,1.0TSI 70kW,479900,2025,5,Benzín,Manuální,70.0
kia,"1.2i,s.kniha,1maj,73tkm,klima",139800,2013,73694,Benzín,Manuální,-1.0
audi,facelift B9 2.0 TDi 110 kW,375000,2018,166000,Nafta,Manuální,110.0
hyundai,"2,2 CRDI SMART 1.majitel",629900,2023,51565,Nafta,Manuální,-1.0
opel,"EV 100kW 50kWh, SoH 92,6 %",315000,2020,77986,Elektro,Automatická,100.0
fiat,"0,9/63kW",95000,2012,234529,Benzín,Manuální,63.0
ford,2.0 LED ACC SONY Tažné ECOBLUE,459000,2021,149000,Nafta,Manuální,-1.0
mercedes-benz,2.0 300 DE 4MATIC 9G-TRONIC LE,759000,2021,139000,Hybridní,Automatická,-1.0
peugeot,"ALLURE Hybrid 145k, Panoramic",755000,2026,2,Hybridní,Automatická,-1.0
mazda,1.6 TX BOSE edition,89900,2006,167000,Benzín,Manuální,-1.0
bmw,530D NAVI HEADUP PANO,219990,2016,344000,Nafta,Automatická,-1.0
fiat,La PRIMA 1.2 TURBO HYBRID 145k,545000,2025,19000,Hybridní,Automatická,-1.0
hyundai,"1.6 CRDi 48V MHEV, N-Line, ČR",530000,2022,83790,Nafta,Manuální,-1.0
seat,"1,4 TSi  e-Hybrid FR Line LED",479000,2020,94598,Hybridní,Automatická,-1.0
seat,1.0 TSI 85kW,229000,2016,153000,Benzín,Manuální,85.0
volkswagen,"1,5 TSI / 110 kW Elegance",549000,2021,99303,Benzín,Manuální,110.0
skoda,---ZÁLOHOVÁNO---,530000,2021,191884,Nafta,Automatická,-1.0
seat,2.0 TDI 110kW DSG Style,431000,2022,145580,Nafta,Automatická,110.0
subaru,"2,5 STI 227 kW v ČR 1.MAJITEL",699000,2015,96740,Benzín,Manuální,227.0
seat,"1,2 TSI 81 kW CONNECT",199000,2016,75700,Benzín,Manuální,81.0
citroen,1.2 81kW manuál,349000,2023,12934,Benzín,Manuální,81.0
renault,1.6dCi 118kW,298000,2016,182080,Nafta,Automatická,118.0
volvo,"2,0 B5 AWD Plus Bezklíč,BLIS",1229900,2025,14962,Benzín,Automatická,-1.0
volvo,"2,0 B5 AWD Ultra HEAD UP,PANO",1299901,2025,12815,Benzín,Automatická,-1.0
volvo,"2,0 B5 AWD PLUS ,Bezklíč",1099900,2025,9500,Benzín,Automatická,-1.0
skoda,"2.0 TDI, Style, ČR,1.maj",390000,2020,118942,Nafta,Manuální,-1.0
citroen,1.6 5 Míst klima HDI,149000,2015,172000,Nafta,Manuální,-1.0
ford,"1,5 EB 111KW  ST-LIne,Mod 2022",525000,2021,61000,Benzín,Manuální,111.0
volvo,"2.0 FWD SUMMUM B4, DPH, PANO",889000,2022,33800,Benzín,Automatická,-1.0
mercedes-benz,350 4MATIC*AMG NIGHT PAKET*ČR*,798000,2022,58945,Elektro,Automatická,-1.0
toyota,Executive Premiere VIP ZÁRUKA,814000,2024,21735,Hybridní,Automatická,-1.0
mazda,"2,0 Skyactive-G Exclusive DPH",599999,2020,29013,Benzín,Automatická,-1.0
peugeot,"1,2 PureTech 96KW CZ ALLURE",338999,2017,49328,Benzín,Manuální,96.0
skoda,"1.2 TSI,AC,tažné",179000,2013,51718,Benzín,Manuální,-1.0
mazda,"1.6 MZR-CD,AC,TZ,xenon",120000,2015,183473,Nafta,Manuální,-1.0
toyota,"City Verso 7Míst, DPH",599900,2025,23256,Nafta,Automatická,-1.0
ford,"2.2 TDCi,ČR,servis.kniha",110000,2009,201267,Nafta,Manuální,-1.0
fiat,"1.6 MultiJet 5-míst,ČR,1.Maj.",325000,2019,200000,Nafta,Manuální,-1.0
nissan,"3,0 DCi V6 4WD/automat/35 tkm",499900,2015,35900,Nafta,Automatická,-1.0
bmw,320d AUT xDrive M-paket,799000,2022,59879,Nafta,Automatická,-1.0
opel,"1.6 CDTi,autoAC,temp",195000,2019,155967,Nafta,Manuální,-1.0
volkswagen,"1.6TDi,Trendline,TZ",310000,2016,159352,Nafta,Manuální,-1.0
renault,Unknown,389900,2016,172300,Nafta,Manuální,-1.0
nissan,"2.3 dCi, 4X4, Automat",600000,2019,119400,Nafta,Automatická,-1.0
seat,"1,2   TSI,2.MAJITEL,SERVISKA",179900,2016,130789,Benzín,Manuální,-1.0
opel,Turbo 81kW/110PS,264000,2020,90607,Benzín,Manuální,81.0
volkswagen,"R-LINE,ČR,1.MAJITEL,DPH,TZ,2xK",579900,2020,206737,Nafta,Automatická,-1.0
skoda,2.0 TDI 110kW 4x4 DSG Style,588000,2021,167524,Nafta,Automatická,110.0
skoda,2.0 TDI 110kW DSG / ALU 18'',531000,2021,82803,Nafta,Automatická,110.0
hyundai,1.0 T-GDI 74 kW REZERVACE,189000,2018,92265,Benzín,Manuální,74.0
hyundai,1.6 TGDI 88 kW,129990,2013,163331,LPG + benzín,Manuální,88.0
bmw,"3,0 540i xDrive Schnitzer DPH",838999,2019,109313,Benzín,Automatická,-1.0
skoda,"IV,2,0 TDi,ESP,AUT.KLIMA,ABS,",338980,2021,162000,Nafta,Manuální,-1.0
skoda,2.0 TDI 147kW 4x4 DSG,639000,2021,131865,Nafta,Automatická,147.0
bmw,i3S*120AH*135KW*LED*VÝHŘEV*,489990,2019,48452,Elektro,Automatická,135.0
seat,"1,5 TSi  110kW X-Perience LED",538000,2023,71382,Benzín,Manuální,110.0
seat,"1,0 TSI-TURBO, GARANCE KM",289000,2023,36144,Benzín,Manuální,-1.0
citroen,"1,2 -81KW,DIGIKLIMA,KOLA",209999,2016,48000,Benzín,Manuální,81.0
fiat,"2.0 JTD, Bus, 8Míst, Klima, ČR",220000,2014,233208,Nafta,Manuální,-1.0
volkswagen,"MAXI 1,4TSi 7míst 150k HIGHLIN",379900,2017,180000,Benzín,Manuální,-1.0
fiat,54 kWh 156k LA PRIMA,779900,2025,5,Elektro,Automatická,54.0
hyundai,"1,6 CRDi Combi Smart",220000,2021,170966,Nafta,Manuální,-1.0
kia,"1,5 T-GDI GT Line Plus",499000,2022,27115,Benzín,Manuální,-1.0
volkswagen,"2,0 TSI 4Motion DSG Elegance",754000,2022,44125,Benzín,Automatická,-1.0
volkswagen,"2,0 TSI 4Motion DSG Elegance",770000,2022,49495,Benzín,Automatická,-1.0
volvo,"2,0 B4 AWD Momentum Pro",599000,2020,145718,Nafta,Automatická,-1.0
kia,"1,6 T-GDi 7DCT 110 kW EXCLUSIV",789980,2025,5,Benzín,Automatická,110.0
peugeot,"1.6 HDI, 68 kW",139900,2013,158000,Nafta,Manuální,68.0
audi,"ČR, 228kW, 3,0 TFSI, QUATTRO",279900,2013,202000,Benzín,Automatická,228.0
volvo,D3 MOMENTUM PRO AUT 1.maj,569000,2020,97985,Nafta,Automatická,-1.0
bmw,xDrive 40i M Sport,1699999,2023,44259,Benzín,Automatická,-1.0
kia,1.6 GDI HEV DCT Comfort,639999,2022,47118,Hybridní,Automatická,-1.0
mercedes-benz,35 4MATIC AMG,999999,2022,102633,Benzín,Automatická,-1.0
honda,"2,0 Advance e:HEV 4x4",1104900,2025,20,Hybridní,Automatická,-1.0
bmw,"M340i xDrive Touring, Facelift",1539000,2024,15737,Benzín,Automatická,-1.0
bmw,"320d xDrive Touring, Nezávislé",1129000,2024,26718,Nafta,Automatická,-1.0
skoda,1.0 TSI 85kW Selection,419000,2024,26686,Benzín,Manuální,85.0
mercedes-benz,S 350D 4MATIC LONG,1754500,2022,108519,Nafta,Automatická,-1.0
skoda,"Scout 2.0 TDI, 4X4, Automat",320000,2017,205081,Nafta,Automatická,-1.0
hyundai,"1.6 T-GDI, NOVÁ CENA",480000,2021,70838,Benzín,Manuální,-1.0
mazda,"2.2 Di- 4WD,nové STK",225000,2013,111700,Nafta,Manuální,-1.0
seat,"1.6, NOVÁ CENA, zamluveno",45000,2005,142682,Benzín,Manuální,-1.0
hyundai,"1.6 T-GDI, ČR,1.maj",460000,2022,69411,Benzín,Manuální,-1.0
seat,2.0 TDI / 110 kW FR,544900,2023,61975,Nafta,Manuální,110.0
seat,1.5 TSI 110 kW FR,364000,2020,79762,Benzín,Manuální,110.0
audi,AVANT*PERFORMANCE*QUATTRO*TAŽ*,3749000,2026,18,Benzín,Automatická,-1.0
mazda,2.0 e-SKYACTIV-G ČR 1.MAJ SERV,535000,2022,39722,Benzín,Manuální,-1.0
kia,"1.4 T-GDI, GT Line, NOVÁ CENA",360000,2019,90948,Benzín,Manuální,-1.0
seat,"2.0 TDI, NOVÁ CENA, Automat",230000,2018,249125,Nafta,Automatická,-1.0
mazda,"2,0 i G121 Revolution AUTOMAT",399000,2019,89508,Benzín,Automatická,-1.0
ford,2.0 LED Kamera ECOBLUE TITANIU,409000,2019,129000,Nafta,Manuální,-1.0
hyundai,"1.6 MPI, Serv.kniha",200000,2016,73645,Benzín,Manuální,-1.0
subaru,2.0 R 121kW 4x4 AUTOMAT,64900,2007,275180,Benzín,Automatická,121.0
skoda,TDI*142kW*NEZ.TOP*MASÁŽ*TAŽNÉ*,1229000,2024,22612,Nafta,Automatická,142.0
mazda,"1,5 L 116ps AT Centre-Line",499901,2025,2000,Hybridní,Unknown,-1.0
ford,77kWh 210kW Explorer ČR,899900,2025,11430,Elektro,Automatická,77.0
nissan,2.0dCi TZ*klima*Alu,129000,2011,168800,Nafta,Manuální,-1.0
seat,1.5 TSI / 96 kW FR,419999,2021,54774,Benzín,Manuální,96.0
volkswagen,"2.0 TDi 4Motion DSG,Kůže,ACC",489000,2019,165564,Nafta,Automatická,-1.0
toyota,"2,5 PHEV 4x4 Selection",1199900,2026,10,Hybridní,Automatická,-1.0
peugeot,GT Line 1.6i 180k ČR 8AT F.Led,499000,2021,38266,Benzín,Automatická,-1.0
fiat,1.6 MJTD 88 kW ACC NAVI KAMERA,229900,2019,174555,Nafta,Manuální,88.0
renault,"1,5 DCi 81 kW",159000,2015,209000,Nafta,Manuální,81.0
mazda,2.0 Skyactiv G,435000,2021,92823,Hybridní,Manuální,-1.0
mazda,2.0i GT plus/Sound.1maj.ČR,445000,2020,56000,Benzín,Manuální,-1.0
audi,4.0TFSI Quattro (441 kW/600k),2499900,2020,25560,Benzín,Automatická,441.0
mercedes-benz,220d 4MATIC,599990,2018,106300,Nafta,Automatická,-1.0
nissan,"1,6 KRÁSNÝ STAV !!",138999,2014,178999,Benzín,Manuální,-1.0
peugeot,2.0 HDI/130kW L2 Bussines AUT,629900,2018,151338,Nafta,Automatická,130.0
kia,1.6 CRDI/100kW Top SW Navi,199900,2017,152434,Nafta,Manuální,100.0
peugeot,1.4i/65kW Urban,34900,2007,123197,Benzín,Manuální,65.0
seat,"Rok2013,130kw,panorama,xenon",269000,2013,234694,Nafta,Manuální,130.0
mercedes-benz,63 S 4MATIC+,1569999,2017,74109,Benzín,Automatická,-1.0
fiat,"2.0, Automat",235000,2016,169000,Nafta,Automatická,-1.0
mercedes-benz,Mercedes-Benz GL 350 4MATIC,590000,2015,171000,Nafta,Automatická,-1.0
seat,Style 1.5 TSI 150k DSG,759900,2025,1999,Benzín,Automatická,-1.0
volvo,"B5 AWD PLUS Bright, 360, HK",1549000,2025,25106,Benzín,Automatická,-1.0
skoda,"1.8 TSI, Style, Navi",220000,2017,268513,Benzín,Manuální,-1.0
volvo,"PLUS BRIGHT, B5 AWD, 173+10 kW",1349000,2023,48000,Nafta,Automatická,10.0
citroen,"2,0 HDI L1H1 Atlante 8-Míst CZ",139999,2008,183312,Nafta,Manuální,-1.0
honda,"1.8 i-VTEC,Sport,AC,tempo",105000,2009,161655,Benzín,Manuální,-1.0
seat,"1.0 TSi,FR",144000,2015,156759,Benzín,Manuální,-1.0
ford,"1.8i,1.maj,autoAC",65000,2009,180770,Benzín,Manuální,-1.0
seat,"1.5 TSi,FR,+ALU",315000,2018,109558,Benzín,Manuální,-1.0
audi,"2,0 TSFI 155kW Aut. Quattro",198999,2012,209268,Benzín,Automatická,155.0
mercedes-benz,"1,6 180 90kW Style Navi Kůže",214999,2013,177749,Benzín,Manuální,90.0
subaru,Executive+ 2026 | Záruka,1299000,2026,10,Elektro,Automatická,-1.0
ford,"1.5T,Trend,AC",204000,2015,160634,Benzín,Manuální,-1.0
audi,"2.0 TDi Avant,STK8/27",240000,2013,166232,Nafta,Manuální,-1.0
hyundai,"1.7CRDi,2.maj,ČR",274000,2016,200625,Nafta,Manuální,-1.0
hyundai,"1.0 T-GDi,ČR,Comfort,TZ",220000,2018,102028,Benzín,Manuální,-1.0
ford,"2.0 TDCi 4X4,Titanium,TZ",240000,2012,134103,Nafta,Manuální,-1.0
honda,"TOURER 2,2i-CTDi 140k M6",74000,2008,253105,Nafta,Manuální,-1.0
volkswagen,2.0 TDI 110kW DSG - záruka,403000,2020,182928,Nafta,Automatická,110.0
audi,Audi A8 50 TDI quattro,890000,2018,192550,Nafta,Automatická,-1.0
renault,2.0 DCI-BLACK EDITION-ČR-76TKM,479000,2013,76000,Nafta,Manuální,-1.0
fiat,"1,2 i - KOUPENO NOVÉ V ČR.",177777,2021,112100,Benzín,Manuální,-1.0
seat,"1,4 SPORT+92kw",111999,2009,108123,Benzín,Manuální,92.0
kia,"1,3 i  - SENSATION!",168861,2017,149999,Benzín,Manuální,-1.0
mazda,"2,5 i AT 4x4 ČR Revolution Top",699900,2021,77663,Benzín,Automatická,-1.0
peugeot,"1,6 VTi 88kW klima Tempo DPH C",144999,2017,251852,Benzín,Manuální,88.0
seat,2.0 TDI 125 kW Style,239900,2012,197262,Nafta,Manuální,125.0
audi,2.0 TDi 110kW AT Sport BiXENON,229000,2013,264264,Nafta,Automatická,110.0
hyundai,"Po SERVISU Hyundai za 80 000,-",129999,2012,153000,LPG + benzín,Manuální,-1.0
peugeot,"1,2PT EAT8 ALLURE LED ALU NAVI",449000,2022,77000,Benzín,Automatická,-1.0
peugeot,"1,5 HDI  EAT8 ALLURE  LED NAVI",499000,2023,122000,Nafta,Automatická,-1.0
audi,"Audi A3 sedan, 1,4 tfsi 92kw",269000,2015,136000,Benzín,Manuální,92.0
seat,"1.4 TGI CNG, NOVÁ CENA, Navi",120000,2015,216167,CNG + benzín,Manuální,-1.0
seat,"2,0 TSI 221kW Cupra 4Drive",549999,2019,108227,Benzín,Automatická,221.0
audi,Audi RS6 5.0 TFSI quattro (C6),1100000,2008,154689,Benzín,Automatická,-1.0
seat,"1.5 TSI, Serv.kniha, Navi",330000,2019,89550,Benzín,Manuální,-1.0
mazda,"Skyactiv-X 2.0, 4X4, Automat",500000,2020,113110,Benzín,Automatická,-1.0
nissan,"1.5 dCi, Serv.kniha, Navi",230000,2017,172798,Nafta,Manuální,-1.0
renault,1.3 TCE,258000,2019,96710,Benzín,Manuální,-1.0
fiat,"0.9 TwinAir, 4X4",270000,2019,25095,Benzín,Manuální,-1.0
renault,Renault Megane II 1.5 dCi 78kw,42000,2006,302472,Nafta,Manuální,78.0
mercedes-benz,L 300d 4M 7míst Záruka do 6/27,1266666,2022,149999,Nafta,Automatická,-1.0
fiat,"1.6 MultiJet 2, 96 kW,",349000,2021,10600,Nafta,Manuální,96.0
ford,1.6 74kw benzín,45000,2006,251300,Benzín,Manuální,74.0
volvo,2.4 D5 5VÁL AUT TAŽNÉ SERVISKA,219000,2011,219829,Nafta,Automatická,-1.0
kia,1.4 t-gdi / záruka / DPH,359000,2020,61000,Benzín,Manuální,-1.0
ford,"1,25 Duratec(60kW)",74000,2010,176356,Benzín,Manuální,60.0
ford,1.6 TDCI ZÁRUKA!!! Tažné,84999,2012,216160,Nafta,Manuální,-1.0
opel,"2.0 CDTi,AC,tempo,kamera",250000,2017,188881,Nafta,Manuální,-1.0
seat,"2.0 TSi CUPRA,FR,DSG",320000,2014,190577,Benzín,Automatická,-1.0
honda,Honda CR-V 2.0 4x4 benzín,194900,2008,133000,Benzín,Automatická,-1.0
audi,"1.2 TFSi,1.maj,ČR,AT",260000,2014,111184,Benzín,Automatická,-1.0
ford,"1.0 EcoBoost, NOVÁ CENA, ČR",390000,2022,38043,Benzín,Manuální,-1.0
audi,Audi A4 B8.5 2.0TDI 110kw quat,250000,2014,183000,Nafta,Manuální,110.0
seat,1.4TSi*110kW*4-DRIVE*1.MAJ*LED,385000,2017,155482,Benzín,Manuální,110.0
bmw,BMW 540d xdrive,729000,2018,164500,Nafta,Automatická,-1.0
nissan,"2,5 dCi 126kW 4x4 1.Majitel",239999,2008,125930,Nafta,Automatická,126.0
seat,"1.5 TSI, Automatická klima",320000,2019,93421,Benzín,Manuální,-1.0
bmw,"545e xDrive, Luxury, masáž",1349000,2023,46000,Hybridní,Automatická,-1.0
mazda,"2,0 SkyActive-G120 CZ Navi",229999,2014,161588,Benzín,Manuální,-1.0
kia,"1.4 CRDi, Automatická klima",90000,2012,260866,Nafta,Manuální,-1.0
kia,"1.6 GDI, ČR,1.maj, Serv.kniha",155000,2017,122597,Benzín,Manuální,-1.0
seat,"1.6, za dobrou cenu",70000,2007,177069,Benzín,Manuální,-1.0
audi,50 TDI QUATTRO 210 KW S-LINE,599000,2019,155500,Nafta,Automatická,210.0
nissan,1.3DIG-T 158PS AT Tekna,792890,2026,0,Benzín,Automatická,-1.0
hyundai,"1.7 CRDi, NOVÁ CENA, ČR,1.maj",340000,2017,93727,Nafta,Manuální,-1.0
audi,Unknown,666000,2017,148000,Benzín,Automatická,-1.0
subaru,"3.6R,PLNÁ VÝBAVA,PĚKNÝ STAV",274999,2012,190000,Benzín,Automatická,-1.0
renault,1.3i,270000,2019,99912,Benzín,Manuální,-1.0
nissan,"1.2 DIG-T,ČR,AC,tempo",210000,2017,67679,Benzín,Manuální,-1.0
peugeot,"2.0 BlueHDi, GT Line, Panorama",350000,2017,195000,Nafta,Automatická,-1.0
honda,2.0 110 KW,48000,2005,221400,Benzín,Manuální,110.0
mercedes-benz,580 4M*AMG*7míst*Pano*masáž*ČR,1960079,2021,85390,Benzín,Automatická,-1.0
mercedes-benz,450*4MATIC*PANO*360*,1199000,2020,104786,Benzín,Automatická,-1.0
volkswagen,"2.0 TDI 103 kW 7míst, tažné",199000,2010,200135,Nafta,Manuální,103.0
opel,Life 1.2 T 81KW VÝBAVA-ROZVODY,259000,2019,151300,Benzín,Manuální,81.0
hyundai,"1,6 CRDi   85kW  ADVENTURE",349000,2020,91060,Nafta,Manuální,85.0
seat,ST 2.0 TDI DSG FR,478999,2022,69000,Nafta,Automatická,-1.0
nissan,80Kw SL  1-Majitel,149000,2011,105832,Elektro,Automatická,80.0
seat,"XL,1.4TSi,SERVISKA,2SADY KOL",139900,2009,102663,Benzín,Manuální,-1.0
hyundai,"1,5 T-GDI DCT STYLE MHEV",519900,2024,28900,Benzín,Automatická,-1.0
kia,"7P TOP 2,2 CRDi 4×4 8DCT NAPPA",1359900,2025,5,Nafta,Automatická,-1.0
volvo,"2,0 D3 Momentum / R-design",435600,2019,112000,Nafta,Automatická,-1.0
audi,"Long 4.2 TDI, ČR 2 majitel",450000,2011,202000,Nafta,Automatická,-1.0
subaru,1.0i,46900,2007,148439,Benzín,Manuální,-1.0
citroen,"1,4i KLIMA EL.OKNA ABS CENTRÁL",70000,2012,145261,Benzín,Manuální,-1.0
hyundai,"1.5 T-GDI MHEV 48V, N-Line",540000,2025,15294,Benzín,Manuální,-1.0
volvo,"2,0 T6 AWD Ult Pano,Vzduch",1439000,2025,8704,Hybridní,Automatická,-1.0
subaru,Unknown,659900,2024,22000,Benzín,Automatická,-1.0
subaru,Comfort NAVI,969900,2025,3000,Benzín,Automatická,-1.0
peugeot,"1,5 HDi ALLURE ČR 1.MAJ -DPH",298999,2019,117000,Nafta,Manuální,-1.0
peugeot,"2,0 HDI,GT,130KW,ČR,SERVIS,NAV",379999,2018,100000,Nafta,Automatická,130.0
fiat,"1,2 i +LPG KLIMA",39990,2012,198000,LPG + benzín,Manuální,-1.0
subaru,Comfort MY2025,829900,2025,10,Benzín,Automatická,-1.0
fiat,"2,0  2.0 AUTOMAT",519090,2021,185000,Nafta,Unknown,-1.0
ford,"1.5 TDCi, NOVÁ CENA, Navi",110000,2015,230847,Nafta,Manuální,-1.0
mazda,"2,0 i ČR",69000,2008,260000,Benzín,Manuální,-1.0
fiat,"2,0 NOVÉ V ČR,141tKm,SERVISKA",185000,2009,141000,Nafta,Manuální,-1.0
kia,"1,5 T-GDI 118kW*ČR*1.maj*DPH*",249000,2022,218360,Benzín,Manuální,118.0
kia,"1,6 T-GDi 7DCT 110 kW EXCLUSIV",789980,2025,5,Benzín,Automatická,110.0
kia,"1,5 T-GDi 7DCT 103kW TOP + BUS",619980,2025,5,Benzín,Automatická,103.0
opel,1.7 CDTi 81kW,139000,2011,140035,Nafta,Manuální,81.0
hyundai,"1.4 T-GDi,1.maj,ČR,AC",339000,2020,26135,Benzín,Manuální,-1.0
seat,"1.4 TSi,Style",125000,2009,84881,Benzín,Manuální,-1.0
subaru,Executive - zimní kola zdarma,895000,2025,800,Benzín,Automatická,-1.0
opel,"1,4 T 110kW Aut. Innovation CZ",288999,2017,56644,Benzín,Automatická,110.0
opel,"1,6 CDTi - 100kW-MÁLO KM-CEBIA",189900,2014,86877,Nafta,Manuální,100.0
volkswagen,"1,4 TSI 110kW DSG Comfort Navi",478999,2017,96889,Benzín,Automatická,110.0
honda,"1,5 i-VTEC, aut.klima,serv.kn,",289990,2016,82000,Benzín,Manuální,-1.0
fiat,1.6 JTD,129900,2010,206027,Nafta,Manuální,-1.0
mazda,2.0 Exclusive,109900,2009,187000,Benzín,Manuální,-1.0
ford,2.0 ST-LINE LED ACC SONY 8AT E,459000,2020,113000,Nafta,Automatická,-1.0
hyundai,1.0T-GDi GO CZECH!,509890,2025,6,Benzín,Manuální,-1.0
mazda,SKYACTIV-D 175 HP MANUÁL,129000,2014,290000,Nafta,Manuální,-1.0
volkswagen,3.0TDI 210kW Elegance IQ HUD,950000,2019,112000,Nafta,Automatická,210.0
audi,40TDI Quattro Sport Alpinpaket,839000,2023,58901,Nafta,Automatická,-1.0
bmw,20d*xDRIVE*TOURING*SERVIS*ZÁRU,799000,2021,91335,Nafta,Automatická,-1.0
mazda,"2,5 e-Skyactiv G141k 6AT 4x4",1137300,2025,5,Benzín,Automatická,-1.0
mercedes-benz,V 300d 4MATIC*AMG NIGHT*ČR*DPH,1349000,2022,76265,Nafta,Automatická,-1.0
