brand,details,price,year,mileage,fuel,gearbox,power
volkswagen,"2,0 TSI 4Motion DSG Elegance",729000,2022,44125,Benzín,Automatická,110.0
volkswagen,"2,0 TSI 4Motion DSG Elegance",745000,2022,49495,Benzín,Automatická,110.0
peugeot,"1.6 HDI, 68 kW",119900,2013,158000,Nafta,Manuální,68.0
audi,"ČR, 228kW, 3,0 TFSI, QUATTRO",269900,2013,202000,Benzín,Automatická,228.0
skoda,2.0 TDI 110 kW Style DSG,829999,2023,48496,Nafta,Automatická,110.0
bmw,xDrive 40i M Sport,1699999,2023,44259,Benzín,Automatická,161.0
kia,1.6 GDI HEV DCT Comfort,619999,2022,47118,Hybridní,Automatická,103.0
mercedes-benz,35 4MATIC AMG,999999,2022,102633,Benzín,Automatická,146.0
skoda,2.0 TDI 110 kW Style 4x4 DSG,869999,2023,45860,Nafta,Automatická,110.0
toyota,2.0D4-D VIP AT L2,699000,2020,139767,Nafta,Automatická,97.0
honda,"2,0 Advance e:HEV 4x4",1104900,2026,20,Hybridní,Automatická,108.0
skoda,1.0 TSI 85kW Selection,419000,2024,26686,Benzín,Manuální,85.0
skoda,"Scout 2.0 TDI, NOVÁ CENA, 4X4",300000,2017,205081,Nafta,Automatická,110.0
seat,"1.6, NOVÁ CENA, oblíbený vůz",40000,2005,142872,Benzín,Manuální,96.0
seat,2.0 TDI / 110 kW FR,544900,2023,61975,Nafta,Manuální,110.0
seat,1.5 TSI 110 kW FR,359000,2020,79762,Benzín,Manuální,110.0
audi,AVANT*PERFORMANCE*QUATTRO*TAŽ*,3749000,2026,18,Benzín,Automatická,165.0
mazda,2.0 e-SKYACTIV-G ČR REZERVACE,535000,2022,39722,Benzín,Manuální,114.0
kia,"1.4 T-GDI, GT Line, NOVÁ CENA",350000,2019,90948,Benzín,Manuální,103.0
seat,"2.0 TDI, Automat, Kůže, Navi",230000,2018,249125,Nafta,Automatická,96.0
ford,2.0 LED Kamera ECOBLUE TITANIU,409000,2019,129000,Nafta,Manuální,110.0
hyundai,"1.6 MPI, NOVÁ CENA, Serv.kniha",195000,2016,73675,Benzín,Manuální,99.0
hyundai,"1.7 CRDI, NOVÁ CENA",100000,2012,247858,Nafta,Manuální,99.0
subaru,2.0 R 121kW 4x4 AUTOMAT,64900,2007,275180,Benzín,Automatická,121.0
toyota,"120,3.0D-4D-122kw,4x4,klima",245000,2006,234000,Nafta,Automatická,122.0
nissan,2.0dCi TZ*klima*Alu,129000,2011,168800,Nafta,Manuální,96.0
ford,3.0 EcoBlue V6 176 kW aut. 4WD,1457421,2025,5,Nafta,Automatická,176.0
fiat,1.6 MJTD 88 kW ACC NAVI KAMERA,229900,2019,174555,Nafta,Manuální,88.0
mazda,2.0 Skyactiv G,435000,2021,92823,Hybridní,Manuální,114.0
audi,4.0TFSI Quattro (441 kW/600k),2449000,2020,25700,Benzín,Automatická,441.0
mercedes-benz,220d 4MATIC,589990,2018,106300,Nafta,Automatická,146.0
kia,"SW 1,5T-GDi 7DCT TOP+Bus ""ref""",634900,2025,500,Benzín,Automatická,103.0
nissan,"1,6 KRÁSNÝ STAV !!",138999,2014,178999,Benzín,Manuální,96.0
peugeot,2.0 HDI/130kW L2 Bussines AUT,629900,2018,151338,Nafta,Automatická,130.0
kia,1.6 CRDI/100kW Top SW Navi,199900,2017,152434,Nafta,Manuální,100.0
seat,"Rok2013,130kw,panorama,xenon",269000,2013,234694,Nafta,Manuální,130.0
mercedes-benz,63 S 4MATIC+,1550000,2017,74109,Benzín,Automatická,146.0
volkswagen,"1,5 TSi  DSG United LED Assist",568000,2020,46972,Benzín,Automatická,110.0
fiat,"2.0, Automat",215000,2016,169000,Nafta,Automatická,70.0
mercedes-benz,GL 320 CDI 4Matic/1.maj.,179990,2009,370000,Nafta,Automatická,146.0
volvo,"B5 AWD PLUS Bright, 360, HK",1499000,2025,25106,Benzín,Automatická,145.0
honda,"1.8 i-VTEC,Sport,AC,tempo",105000,2009,161655,Benzín,Manuální,108.0
ford,"1.8i,1.maj,autoAC",65000,2009,180770,Benzín,Manuální,110.0
seat,"1.5 TSi,FR,+ALU",315000,2018,109558,Benzín,Manuální,96.0
audi,"2,0 TSFI 155kW Aut. Quattro",198999,2012,209268,Benzín,Automatická,155.0
subaru,Executive+ 2026 | Záruka,1299000,2026,10,Elektro,Automatická,110.0
ford,"1.5T,Trend,AC",204000,2015,160634,Benzín,Manuální,110.0
audi,"2.0 TDi Avant,STK8/27",230000,2013,166232,Nafta,Manuální,165.0
hyundai,"1.7CRDi,2.maj,ČR",274000,2016,200625,Nafta,Manuální,99.0
skoda,,1118900,2025,10,Elektro,Automatická,85.0
volkswagen,2.0 TDI 110kW DSG - záruka,403000,2020,182928,Nafta,Automatická,110.0
skoda,,1080080,2026,10,Benzín,Automatická,85.0
audi,Audi A8 50 TDI quattro,890000,2018,192550,Nafta,Automatická,165.0
renault,2.0 DCI-BLACK EDITION-ČR-77TKM,479000,2013,77000,Nafta,Manuální,82.0
fiat,"1,2 i - KOUPENO NOVÉ V ČR.",177777,2021,112100,Benzín,Manuální,70.0
seat,"1,4 SPORT+92kw",111999,2009,108123,Benzín,Manuální,92.0
kia,"1,3 i  - SENSATION!",168861,2017,149999,Benzín,Manuální,103.0
mazda,"2,5 i AT 4x4 ČR Revolution Top",689900,2021,77663,Benzín,Automatická,114.0
peugeot,"1,6 VTi 88kW klima Tempo DPH C",134999,2017,251852,Benzín,Manuální,88.0
volkswagen,6 1.4 Mpi 59KW COMFORTL.VÝHŘEV,139990,2010,160000,Benzín,Manuální,59.0
seat,2.0 TDI 125 kW Style,234900,2012,197262,Nafta,Manuální,125.0
peugeot,"1,5 HDI  EAT8 ALLURE  LED NAVI",499000,2023,122000,Nafta,Automatická,90.0
seat,"2,0 TSI 221kW Cupra 4Drive",544999,2019,108227,Benzín,Automatická,221.0
seat,"1.5 TSI, Serv.kniha, Navi",330000,2019,89550,Benzín,Manuální,96.0
volkswagen,"1.4 TSI, NOVÁ CENA",210000,2012,144609,Benzín,Manuální,110.0
skoda,"1.6 TDI, NOVÁ CENA, Klima",95000,2012,259555,Nafta,Manuální,110.0
opel,"1.0, NOVÁ CENA, Serv.kniha",60000,2010,100712,Benzín,Manuální,96.0
mercedes-benz,L 300d 4M 7míst Záruka do 6/27,1266666,2022,149999,Nafta,Automatická,146.0
mercedes-benz,E 200 4Mat./AMG/LED/360/Burm.,869990,2021,88000,Benzín,Automatická,146.0
mercedes-benz,"C 43 4Matic AMG, Performance",809990,2017,82000,Benzín,Automatická,146.0
fiat,"1.6 MultiJet 2, 96 kW,",349000,2021,10600,Nafta,Manuální,96.0
mercedes-benz,"E 400 AMG 4Matic+,Burmester",799990,2017,119000,Benzín,Automatická,146.0
volkswagen,2.0Tdi DSG 103KW HIGHL.ALCANTR,188990,2011,206000,Nafta,Automatická,103.0
bmw,540i Xdrive Mpaket 245kW,669900,2021,250000,Benzín,Automatická,245.0
volkswagen,2.0 Bi-TDI HIGHLINE,357997,2019,200000,Nafta,Automatická,110.0
volkswagen,1.2 Tsi 77KW 7-MÍST TAŽNÉ TOP,159990,2012,174000,Benzín,Manuální,77.0
volkswagen,"2.0 TDI,Alltrack,DSG",255000,2013,193664,Nafta,Automatická,110.0
opel,"2.0 CDTi,AC,tempo,kamera",250000,2017,188881,Nafta,Manuální,96.0
seat,"2.0 TSi CUPRA,FR,DSG",314000,2014,190577,Benzín,Automatická,96.0
honda,Honda CR-V 2.0 4x4 benzín,189900,2008,136000,Benzín,Automatická,108.0
audi,"1.2 TFSi,1.maj,ČR,AT",260000,2014,111184,Benzín,Automatická,165.0
ford,BUSSINES,349000,2018,185000,Nafta,Automatická,110.0
seat,1.4TSi*110kW*4-DRIVE*1.MAJ*LED,385000,2017,155482,Benzín,Manuální,110.0
seat,"1.5 TSI, Automatická klima",320000,2019,93421,Benzín,Manuální,96.0
volkswagen,"1.4 TSI, R-Line, NOVÁ CENA",270000,2017,287497,Benzín,Manuální,110.0
bmw,"545e xDrive, Luxury, masáž",1299000,2023,47000,Hybridní,Automatická,161.0
mazda,"2,0 SkyActive-G120 CZ Navi",224999,2014,161588,Benzín,Manuální,114.0
kia,"1.6 CRDi, NOVÁ CENA",210000,2018,77618,Nafta,Manuální,103.0
bmw,320D SPORT EDITION,299000,2019,210200,Nafta,Automatická,161.0
audi,50 TDI QUATTRO 210 KW S-LINE,599000,2019,155500,Nafta,Automatická,210.0
nissan,1.3DIG-T 158PS AT Tekna,792890,2026,0,Benzín,Automatická,96.0
mercedes-benz,MERCEDES BENZ B 180,185000,2012,101000,Benzín,Manuální,146.0
audi,Unknown,666000,2017,148000,Benzín,Automatická,165.0
renault,1.3i,270000,2019,99912,Benzín,Manuální,82.0
nissan,"1.2 DIG-T,ČR,AC,tempo",210000,2017,67679,Benzín,Manuální,96.0
peugeot,"2.0 BlueHDi, GT Line, Panorama",330000,2017,195000,Nafta,Automatická,90.0
skoda,2.0TDI 110kW. DSG. 144tis. km.,378000,2017,144500,Nafta,Automatická,110.0
volvo,Unknown,429000,2019,178893,Benzín,Automatická,145.0
mercedes-benz,450*4MATIC*PANO*360*,1149000,2020,104786,Benzín,Automatická,146.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,639490,2026,3000,Hybridní,Automatická,90.0
toyota,TS GR Sport 1.8 HEV 140PS,739000,2025,2300,Benzín,Automatická,97.0
skoda,Style 2.0 TDI 110 kW,699990,2024,29188,Nafta,Automatická,110.0
renault,// REZERVOVÁNO //,299000,2016,128666,Nafta,Automatická,82.0
seat,ST 2.0 TDI DSG FR,478999,2022,69000,Nafta,Automatická,96.0
nissan,80Kw SL  1-Majitel,149000,2011,105832,Elektro,Automatická,80.0
seat,"XL,1.4TSi,SERVISKA,2SADY KOL",139900,2009,102663,Benzín,Manuální,96.0
kia,"7P TOP 2,2 CRDi 4×4 8DCT NAPPA",1359900,2025,5,Nafta,Automatická,103.0
subaru,1.0i,45900,2007,148439,Benzín,Manuální,110.0
volvo,"2,0 T6 AWD Ult Pano,Vzduch",1399000,2025,8704,Hybridní,Automatická,145.0
subaru,Unknown,659900,2024,22000,Benzín,Automatická,110.0
subaru,Comfort NAVI,959900,2025,4000,Benzín,Automatická,110.0
opel,1.2T 96kW 2022,479900,2022,15000,Benzín,Automatická,96.0
peugeot,"2,0 HDI,GT,130KW,ČR,SERVIS,NAV",377999,2018,100000,Nafta,Automatická,130.0
fiat,"1,2 i +LPG KLIMA",39990,2012,198000,LPG + benzín,Manuální,70.0
subaru,Comfort MY2025,829900,2025,10,Benzín,Automatická,110.0
fiat,"2,0  2.0 AUTOMAT",519090,2021,185000,Nafta,Unknown,70.0
ford,"1.5 TDCi, NOVÁ CENA, Navi",100000,2015,230847,Nafta,Manuální,110.0
peugeot,GT- Line 1.2 PureTech 96 kW,669990,2024,29889,Benzín,Automatická,96.0
kia,"1,5 T-GDI 118kW*ČR*1.maj*DPH*",259000,2022,218360,Benzín,Manuální,118.0
bmw,330i Touring M 1.MAJ-3.ZÓN-DPH,875000,2023,37250,Benzín,Automatická,161.0
kia,"1,6 T-GDi 7DCT 110 kW EXCLUSIV",789980,2026,5,Benzín,Automatická,110.0
kia,"1,5 T-GDi 7DCT 103kW TOP + BUS",619980,2025,5,Benzín,Automatická,103.0
volvo,T6 AWD Black Edition REZERVACE,1445000,2025,1137,Hybridní,Automatická,145.0
opel,1.7 CDTi 81kW,139000,2011,140035,Nafta,Manuální,81.0
seat,"1.4 TSi,Style",125000,2009,84881,Benzín,Manuální,96.0
subaru,Executive,874900,2025,800,Benzín,Automatická,110.0
opel,"1,4 T 110kW Aut. Innovation CZ",278999,2017,56644,Benzín,Automatická,110.0
opel,"1,6 CDTi - 100kW-MÁLO KM-CEBIA",189900,2014,86877,Nafta,Manuální,100.0
renault,Z.E. MAXI 22kW 5 míst DPH,249999,2017,71777,Elektro,Automatická,22.0
fiat,1.6 JTD,119900,2010,206027,Nafta,Manuální,70.0
toyota,Toyota FJ Cruiser 2007,595000,2007,200649,Benzín,Automatická,97.0
ford,2.0 ST-LINE LED ACC SONY 8AT E,459000,2020,113000,Nafta,Automatická,110.0
hyundai,1.0T-GDi GO CZECH!,509890,2025,6,Benzín,Manuální,99.0
mazda,SKYACTIV-D 175 HP MANUÁL,129000,2014,290000,Nafta,Manuální,114.0
bmw,20d*xDRIVE*TOURING*SERVIS*ZÁRU,799000,2021,91335,Nafta,Automatická,161.0
seat,Xcellence 1.4TSI / 92kW 6°MP,289000,2018,81536,Benzín,Manuální,92.0
seat,Stylance 1.6 TSI 75 kW,49990,2007,259337,Benzín,Manuální,75.0
mercedes-benz,450d AMG | BÉŽOVÁ | TABLETY,3249000,2025,9000,Nafta,Automatická,146.0
citroen,2.0HDi KAMERA SERVISKA TAŽNÉ,209000,2014,214526,Nafta,Manuální,84.5
ford,2.0TDCi MANUÁL SERVISKA,159000,2011,207642,Nafta,Manuální,110.0
citroen,"1,2 PT 96 EAT6 SHINE",289000,2021,121000,Benzín,Automatická,84.5
fiat,2.0 Multijet Lounge 125kW,149999,2013,213844,Nafta,Automatická,125.0
skoda,"1.6TDI, 77KW.",98000,2011,250000,Nafta,Manuální,77.0
ford,"2.0 TDCi AWD,Titanium,AT",320000,2017,124039,Nafta,Automatická,110.0
citroen,"1.6i 72KW,155KM,PĚKNÝ,SERVISKA",144800,2013,155000,Benzín,Manuální,72.0
seat,"1.5 TSI, Style, NOVÁ CENA, ČR",600000,2024,10291,Benzín,Manuální,96.0
seat,1.5 TSI / 85 kW,559900,2026,0,Benzín,Manuální,85.0
peugeot,2008 ALLURE 100k MAN6,543000,2025,0,Benzín,Manuální,90.0
peugeot,2008 ALLURE PureTech 100 MAN6,538000,2025,0,Benzín,Manuální,90.0
mazda,"2,0 Skyactiv-G122 Aut. Navi",459999,2021,103025,Benzín,Automatická,114.0
kia,"AIR 58,3 kWh + HEAT",864980,2025,5,Elektro,Automatická,103.0
renault,1.6 dCi 96kW,99000,2013,221104,Nafta,Manuální,96.0
kia,1.0 T-GDi Comfort,414980,2025,5,Benzín,Manuální,103.0
kia,1.0 T-GDi 7DCT Spin,459980,2025,5,Benzín,Automatická,103.0
renault,Techno TCe 115,506500,2025,2,Benzín,Manuální,82.0
seat,1.5 TGI 96 kW FR DSG,449000,2022,50480,CNG + benzín,Automatická,96.0
audi,40TFSI Q S-LINE NEZ-TOP MATRIX,779000,2023,54928,Benzín,Automatická,165.0
fiat,Panorama MAXI 1.5 BlueHDI 130k,764864,2025,5,Nafta,Automatická,70.0
mercedes-benz,"2,0 200 T EXCLUSIVE TOP!",369999,2017,176000,Benzín,Automatická,146.0
mazda,2026  5HB 2.5L e-SKYACTIV G 14,669300,2026,0,Benzín,Manuální,114.0
seat,1.0 MPI,96000,2014,103226,LPG + benzín,Manuální,96.0
seat,FR 147kW DSG Záruka,879000,2023,64500,Nafta,Automatická,147.0
hyundai,7S 2WD STYLE COMFORT,1619990,2026,10,Elektro,Automatická,99.0
skoda,"2,0TDI SELECTION",669900,2025,5527,Nafta,Manuální,110.0
honda,"2,0 i-VTEC 110kw odp. DPH, po",75000,2006,220621,Benzín,Manuální,110.0
nissan,"1,3   Tekna AT",740999,2025,9,Benzín,Automatická,96.0
nissan,"1,3   Tekna AT",758900,2025,11,Benzín,Automatická,96.0
mazda,"SN Exclusive-Line  2,5l e-Skya",766300,2026,0,Benzín,Automatická,114.0
bmw,"3,0 xDrive40i LED+TAŽNÉ",1079000,2022,63281,Benzín,Automatická,161.0
kia,"1,5 T-GDI 7DCT 103 kW TOP + BU",634980,2025,5,Benzín,Automatická,103.0
mazda,2.5i HOMURA nový model 2026,1129300,2026,1,Benzín,Automatická,114.0
nissan,"2.5 DCi, 128 kW, 7 míst, tažné",189900,2006,224000,Nafta,Manuální,128.0
ford,"2,0 Titanium,96kW,po servisu",499000,2019,235000,Nafta,Manuální,96.0
ford,GT*5.0*B&O*CAMERA*BREMBO*CARPL,1299000,2024,18651,Benzín,Manuální,110.0
skoda,"2,0TDI 110 kw DSG Style",648000,2024,91134,Nafta,Automatická,110.0
seat,"1,2 TSi Reference",118000,2013,179156,Benzín,Manuální,96.0
skoda,1.0TSI 85kW TOP SELECTION,469900,2025,15000,Benzín,Manuální,85.0
skoda,"2,0 TDI 110kW Virtual LED 1.Ma",454999,2022,175017,Nafta,Manuální,110.0
subaru,"2.0R, NOVÁ CENA, 4X4, Automat",135000,2008,79654,Benzín,Automatická,110.0
nissan,"1.6dCi 96kW, manuál",219000,2014,186000,Nafta,Manuální,96.0
mazda,2026   5WGN 3.3L e-SKYACTIV D,1467490,2026,0,Nafta,Automatická,114.0
mazda,"2.5i HOMURA, nový model 2026",1136700,2026,1,Benzín,Automatická,114.0
opel,ST GS 1.2 Turbo (130k) AT8,625353,2025,0,Benzín,Automatická,96.0
seat,2.0 TDi  7 míst,229900,2014,183000,Nafta,Manuální,96.0
subaru,"2,5 i",235000,2014,212000,Benzín,Automatická,110.0
citroen,2.0HDi 130kW AUTOMAT DPH,638800,2022,129965,Nafta,Automatická,130.0
ford,2.0TDCi 110KW ST-line AT 4WD,319900,2017,160225,Nafta,Automatická,110.0
mazda,"2.5i HOMURA, nový model 2026",1132800,2026,1,Benzín,Automatická,114.0
nissan,"1.2 DIG-T, N-Connecta, ČR",260000,2017,96778,Benzín,Manuální,96.0
ford,"1,5  ST-Line  AKČNÍ CENA",722646,2025,0,Benzín,Automatická,110.0
mazda,"2.5i HOMURA, NOVÝ MODEL 2026",1157800,2026,1,Benzín,Automatická,114.0
ford,"1,5 ST-Line  AKČNÍ CENA",714717,2025,0,Benzín,Automatická,110.0
seat,"2.0 TDI, 4X4, 7 míst",250000,2012,246789,Nafta,Manuální,96.0
volvo,,169800,2013,323000,Nafta,Automatická,145.0
ford,"1,5 ST-LineX AKČNÍ CENA",726726,2025,0,Benzín,Manuální,110.0
toyota,4.0 GRJ 79 DOUBLE PICK-UP,1299900,2021,31970,Benzín,Manuální,97.0
nissan,1.6 dCi Acenta,219000,2014,179021,Nafta,Automatická,96.0
ford,2.0TDCi 9.MÍST SERV.KNÍŽKA,438000,2022,225546,Nafta,Manuální,110.0
subaru,2.5 ACTIVE 2025 nove zaruka,999000,2025,50,Benzín,Automatická,110.0
skoda,SPORTLINE 2.0TDI/142kW 4X4 7DS,1249900,2024,20860,Nafta,Automatická,142.0
hyundai,1.6 T-GDi 4WD,350000,2018,159382,Benzín,Manuální,99.0
skoda,"1,5 TSI DSG Style",629999,2023,48216,Benzín,Automatická,110.0
skoda,"Combi 2,0 TDI Ambition",389999,2022,99203,Nafta,Manuální,110.0
skoda,"1,5 TSI DSG Style",629999,2023,47548,Benzín,Automatická,110.0
volvo,B5 AWD benzin Inscription Auto,919999,2021,105254,Benzín,Automatická,145.0
opel,1.5 CDTi 90kW Elegance ST S/S,249999,2021,195870,Nafta,Automatická,90.0
bmw,xDrive30d,1609000,2023,102363,Nafta,Automatická,161.0
peugeot,"EV Active 50 kWh, SoH 92,4%",395000,2021,59600,Elektro,Unknown,50.0
peugeot,"1,6 HDi 88 kW PANORAMA",129000,2015,264000,Nafta,Manuální,88.0
fiat,1.2 Turbo Hybrid 110k MHEV,564800,2026,0,Hybridní,Automatická,70.0
fiat,1.2 Turbo Hybrid 110k MHEV,574800,2025,0,Hybridní,Automatická,70.0
fiat,1.2 Turbo Hybrid 110k MHEV,574800,2025,0,Hybridní,Automatická,70.0
peugeot,"1,6 HDi 88 kW PANORAMA",159000,2015,214000,Nafta,Manuální,88.0
ford,"1.6TDCi,Titanium,LED,navi",250000,2019,145305,Nafta,Manuální,110.0
volkswagen,"2.0TDi 4x4,DSG",440000,2016,158226,Nafta,Automatická,110.0
citroen,"1,2 PT 96kW AT Akční CENA!",414900,2023,50000,Benzín,Automatická,96.0
citroen,50kWh Feel ACC Kam.92% SOH,358900,2022,78200,Elektro,Automatická,50.0
audi,"2,0 TDI 110kW Advanced CZ DPH",559999,2019,118300,Nafta,Automatická,110.0
ford,"1,8 TDCi 81kW 110 Sport",128999,2009,276473,Nafta,Manuální,81.0
volkswagen,"GOLF VARIANT ALLTRACK 2,0 TDI",564000,2021,101197,Nafta,Automatická,110.0
volkswagen,"2,0 TDI R-line Highline Matrix",394999,2017,143882,Nafta,Manuální,110.0
citroen,PLUS Turbo 100k Manual,380000,2025,100,Benzín,Manuální,84.5
skoda,TDI 110kW 4x4 DSG Sportline,527000,2020,172195,Nafta,Automatická,110.0
kia,"PHEV 1,6 T-GDi TOP + packety",845000,2023,60000,Hybridní,Automatická,103.0
hyundai,Style Premium SOH 100% DPH,849000,2023,22985,Elektro,Unknown,99.0
bmw,BMW x6 40 D,465000,2015,279000,Nafta,Automatická,161.0
skoda,"2,0 TDI DSG 4x4 CZ Style+ DPH",599999,2021,181989,Nafta,Automatická,110.0
nissan,ACENTA 158 k Manuální 2WD,569999,2025,0,Benzín,Manuální,96.0
audi,Avant 2.0 TDI quattro,1049000,2025,13800,Nafta,Automatická,165.0
seat,"FR 1.4TSi MAN, FullLed, NAVI",298990,2015,104300,Benzín,Manuální,96.0
seat,1.2 tsi 77 KW servisní kniha,169000,2014,150282,Benzín,Manuální,77.0
citroen,"2,0 HDI 130kW Aut. 8-Míst Navi",529999,2019,151526,Nafta,Automatická,130.0
volkswagen,"2,0 TSI 140kW DSG R-line DPH",628999,2020,187023,Benzín,Automatická,140.0
volkswagen,"2,0 TDI 147kW DSG  R-line 4M",859999,2022,92806,Nafta,Automatická,147.0
mercedes-benz,500 VÝROČNÍ EDICE 50 !! 306 PS,499900,2004,145526,Benzín,Automatická,146.0
kia,"1,6 T-GDI 110 kW EXCLUSIVE + P",719980,2026,5,Benzín,Manuální,110.0
kia,"1,6 T-GDI 110 kW EXCLUSIVE + P",719980,2026,5,Benzín,Manuální,110.0
nissan,2.0 i 104 kW Tekna,149900,2008,182441,Benzín,Manuální,104.0
kia,"GT 430 kW akumulátor 77,4 kWh,",999000,2023,11900,Elektro,Automatická,430.0
fiat,"1.4 T-Jet, Serv.kniha",180000,2017,137388,Benzín,Manuální,70.0
hyundai,"1.2, NOVÁ CENA, Serv.kniha",75000,2014,161985,Benzín,Manuální,99.0
seat,"2,0TDi,110kW,servisní kniha",249000,2017,339774,Nafta,Manuální,110.0
volvo,"T8 AWD PLUS Bright, H/K",1749000,2025,20900,Hybridní,Automatická,145.0
renault,combi 1.3 TCe,209000,2019,86014,Benzín,Manuální,82.0
fiat,Sedan 1.6 MJT,466400,2025,2,Nafta,Manuální,70.0
fiat,"1.2i,Lounge,AC",140000,2013,106859,Benzín,Manuální,70.0
peugeot,2.0HDI 110kW 8 MÍST,459900,2018,111771,Nafta,Manuální,110.0
seat,"combi ST 2,0 TDi FR",239000,2016,228949,Nafta,Manuální,96.0
toyota,"1,5i-HSD,153tis!!servis,2xkola",124600,2006,153000,Hybridní,Automatická,97.0
fiat,"1.2, NOVÁ CENA, Kožené sedačky",90000,2009,116505,Benzín,Manuální,70.0
peugeot,"1,6 HDi 82kW digi.klima,tempom",114900,2011,151073,Nafta,Manuální,82.0
honda,2.0i-VTEC 4x4 A/T EXECUTIVE ČR,199999,2009,179313,Benzín,Automatická,108.0
honda,"1.4 i-DSI, NOVÁ CENA, po STK",75000,2008,146890,Benzín,Manuální,108.0
renault,"1.3 TCe LIMITED, AUTOMAT,ZÁVĚS",339900,2019,90110,Benzín,Automatická,82.0
opel,"ST GS 1,2 Turbo AT8",555000,2024,8400,Benzín,Automatická,96.0
subaru,"Sport, kůže, NAVI, tažné zař.",500000,2018,103000,Benzín,Automatická,110.0
opel,"1.4 Turbo, Enjoy, ČR,1.maj",150000,2015,218965,Benzín,Manuální,96.0
seat,2.0 TDI DSG Style,458000,2020,223233,Nafta,Automatická,96.0
audi,3.0TDI KŮŽE LED TAŽNÝ CZ NAV,599900,2019,197000,Nafta,Automatická,165.0
volkswagen,"2,0 TDI 140kW DSG R-LINE 4M CZ",408999,2016,241372,Nafta,Automatická,140.0
peugeot,"Peugeot 1,6THP",79000,2011,175000,Benzín,Manuální,90.0
mercedes-benz,500*CABRIO*MANUFAKTUR*360*BURM,2149000,2016,60539,Benzín,Automatická,146.0
bmw,"xDrive30d, Vzduch",2050000,2024,21081,Nafta,Automatická,161.0
fiat,2.0 Multijet Lounge 125kW,209999,2016,225757,Nafta,Automatická,125.0
honda,2.0e:PHEV Advance Tech,1229000,2026,10,Hybridní,Automatická,108.0
opel,"C Tourer, po velkém servise",249999,2017,132502,Benzín,Manuální,96.0
fiat,"1.6i 4x4,AC",129000,2011,167478,Benzín,Manuální,70.0
audi,"2.0 TDi,Bixen,kůže,navi",325000,2016,182816,Nafta,Manuální,165.0
ford,"2.0TDCI 4x4 THUNDER,AT",700000,2021,131492,Nafta,Automatická,110.0
opel,"1,6 CDTi 81 kW",99000,2015,298000,Nafta,Manuální,81.0
seat,"1,0eTSI DSG*STYLE*Kamera*DPH",469000,2024,39981,Benzín,Automatická,96.0
mazda,2.0 88 kW Sedan CarPlay Kamera,315000,2017,143233,Benzín,Manuální,88.0
subaru,"1,6 84kW AWD/3081",524990,2021,48000,Benzín,Automatická,84.0
fiat,1.3JTD - 66kW 2.Majitel ČR,115000,2011,220793,Nafta,Manuální,66.0
audi,"3,0 TDI 176kW Quattro CZ",339999,2010,185878,Nafta,Automatická,176.0
bmw,"3,0 640d xDrive 230kW M-Paket",399999,2013,208341,Nafta,Automatická,230.0
citroen,"1,2 PT 96kW Selection 1.Maj",249999,2018,121312,Benzín,Manuální,96.0
mercedes-benz,SUV*500*4M*PANO*360*ZÁRUKA*,2249000,2024,31129,Elektro,Automatická,146.0
citroen,"1,2 PT 96kW Aut. Shine 7-Míst",309999,2020,147436,Benzín,Automatická,96.0
seat,Leon SP 1.5 TSI 115k,549900,2025,0,Benzín,Manuální,96.0
peugeot,"ACTIVE 1,2 MAN6 110k",339000,2020,95494,Benzín,Manuální,90.0
peugeot,"Allure 1,5 HDi 130k",539000,2023,66875,Nafta,Automatická,90.0
opel,Innovation ST 2.0 CDTi 125 kW,259990,2018,170597,Nafta,Automatická,125.0
ford,"2,0 Long,96kW,9míst,DPH",559000,2022,168000,Nafta,Manuální,96.0
peugeot,"1,2 PT ALLURE LED ALU PDC NAVI",399000,2021,102000,Benzín,Manuální,90.0
volkswagen,"2,0 TDI 150kW DSG 4M CZ Bulli",799999,2016,172236,Nafta,Automatická,150.0
volkswagen,"2,0 TDI 140kW 4Matic CZ DPH",319999,2016,177531,Nafta,Automatická,140.0
skoda,"2,0 TDI DSG Sportline 4x4 DPH",699999,2022,101116,Nafta,Automatická,110.0
volkswagen,35.8 kWh baterie - druhá sada,359000,2019,19830,Elektro,Automatická,110.0
peugeot,"1.2 PureTech,ČR,Garance",99000,2014,136877,Benzín,Manuální,90.0
volvo,"2,0 T8 AWD Recharge Plus Brigh",1230000,2023,59726,Hybridní,Automatická,145.0
mercedes-benz,2.2D 100KW  Shooting Brake 4x4,349000,2016,248750,Nafta,Automatická,100.0
seat,"2,0 TSI 220PS  Style-7 DSG",458000,2018,193516,Benzín,Automatická,96.0
nissan,"1,3   ACENTA AT",707890,2025,11,Benzín,Automatická,96.0
volkswagen,"2,0 TDI 147kW R-line 4M DPH",838999,2022,88725,Nafta,Automatická,147.0
ford,"1,6 i, klimatizace,serviska,CZ",109990,2012,183814,Benzín,Manuální,110.0
citroen,"1,6 BHDi,88kW,1majČR,Serv.kn.",169900,2016,173000,Nafta,Manuální,88.0
seat,"1,0   TGI,2.MAJITEL,CNG",269900,2020,62228,CNG + benzín,Manuální,96.0
seat,"1,5 TSi 96KW FR SW VIRTUAL",349000,2018,109777,Benzín,Manuální,96.0
peugeot,SW ALLURE 1.2PT 130 MAN6*DPH,429900,2022,67990,Benzín,Manuální,90.0
