brand,details,price,year,mileage,fuel,gearbox,power
volvo,B5 AWD AUT DARK PLUS,1299000,2026,0,Benzín,Automatická,145.0
nissan,1.5 dCi 81kW Pure Drive,174000,2015,212750,Nafta,Manuální,81.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,740000,2026,0,Hybridní,Automatická,90.0
kia,"1,6 i - Krásná!  MAX VÝBAVA",209902,2014,109989,Benzín,Manuální,103.0
peugeot,STYLE PureTech 100 S&S MAN6,379500,2026,0,Benzín,Manuální,90.0
peugeot,BUSINESS PureTech 100 S&S MAN6,399000,2026,0,Benzín,Manuální,90.0
honda,2.0 i -VTEC Type*Kamera*Navi*,1389080,2026,50,Benzín,Manuální,108.0
mazda,"2.0Skyactiv-G,Revolution",379900,2018,179758,Benzín,Manuální,114.0
opel,Elegance,348000,2024,64000,Benzín,Automatická,96.0
citroen,"1,5 Diesel130kAutomatic XL MAX",748001,2025,5,Nafta,Automatická,84.5
kia,"1.2DPI,61kW,,CZ,1Maj,Manuál",319900,2023,25039,Benzín,Manuální,61.0
volvo,D4 AWD OCEAN RACE,139000,2013,440000,Nafta,Automatická,145.0
audi,2.0TDI 141kW 4x4/SERV.KN./TZ,249000,2011,259283,Nafta,Automatická,141.0
peugeot,"1.4 16V, po STK, rezervace",45000,2007,141978,Benzín,Manuální,90.0
seat,"1,0 - 55KW - NOVÁ STK",139000,2015,169200,Benzín,Manuální,55.0
volvo,T8 AWD RECHARGE ULTRA AUT,2109000,2026,5,Hybridní,Automatická,145.0
fiat,1.0 FIREFLY 70 K Hybrid,349900,2023,10,Benzín,Manuální,70.0
citroen,"1,2 PLUS Turbo 100k Manual",392900,2025,1,Benzín,Manuální,84.5
citroen,"1,2 PLUS Turbo 100k Manual",394900,2026,1,Benzín,Manuální,84.5
kia,"1,6 T-GDI / 150 kW GT",439900,2020,51534,Benzín,Manuální,150.0
toyota,2.0 VVT-i/129kW Comfort Style,729900,2021,64740,Benzín,Manuální,129.0
volvo,B5 AWD AUT PLUS BLACK EDITION,1339000,2026,0,Benzín,Automatická,145.0
audi,"Quattro 251kw, ZÁRUKA, 360 CAM",1549000,2023,27000,Nafta,Automatická,251.0
volvo,2.0 D4/120kW R-Design,259900,2013,226118,Nafta,Automatická,120.0
mercedes-benz,"300d 4M AMG LUXURY, AIRMATIC",2499900,2026,15,Nafta,Automatická,146.0
volvo,PURE ELECTRIC TWIN PLUS,1349000,2026,3000,Elektro,Automatická,145.0
renault,"1.2i 55kw,CZ,LPG",59900,2008,218830,LPG + benzín,Manuální,55.0
renault,"1.2i 55kw,CZ,LPG",59900,2008,218830,Benzín,Manuální,55.0
mercedes-benz,300d 4MATIC AMG EXCLUSIVE LONG,2449900,2026,50,Nafta,Automatická,146.0
mercedes-benz,300d 4MATIC AMG EXCLUSIVE XL,2450000,2026,30,Nafta,Automatická,146.0
honda,2.0 i-VTEC Turbo Type R*Navi*,1416910,2025,2615,Benzín,Manuální,108.0
renault,1.3TCe MHEV 116kW Esprit Alpin,799999,2025,26930,Benzín,Automatická,116.0
volkswagen,R-LINE 2.0 TDI 147kW 4x4 DSG,748000,2021,74650,Nafta,Automatická,147.0
mercedes-benz,"300d 4M EXCLUSIVE XL, AIRMATIC",2550000,2026,20,Nafta,Automatická,146.0
audi,"Quattro 2,9TFSI/331kW DPH 360°",1200000,2019,116738,Benzín,Automatická,331.0
renault,"1.5DCi 63KW 5Míst,Tažné ,Klíma",99000,2008,175500,Nafta,Manuální,63.0
mercedes-benz,300d 4MATIC EXCLUSIVE AIRMATIC,2450000,2026,25,Nafta,Automatická,146.0
bmw,"120Ah, SoH 98%",479000,2021,82900,Elektro,Automatická,161.0
ford,2.0 140 KW LED ACC SONY Tažné,469000,2022,116000,Nafta,Automatická,140.0
hyundai,"1,6GDi 97kw,",319999,2017,107729,Benzín,Manuální,97.0
volvo,T8 AWD RECHARGE PLUS AUT,2089000,2026,5,Hybridní,Automatická,145.0
volvo,T8 AWD RECHARGE ULTRA AUT,2119000,2026,5,Hybridní,Automatická,145.0
skoda,Ambition 2.0 TDI,345000,2022,183576,Nafta,Manuální,110.0
renault,1.6 dCi 66kW KLIMA,125000,2015,228800,Nafta,Manuální,66.0
kia,"SW 1,6 T-GDi GPF 7DCT TOP",744980,2026,0,Benzín,Automatická,103.0
audi,"2.0TDi 105kW AVANT, Tažné",169900,2012,266099,Nafta,Manuální,105.0
skoda,Laurin&Klement 2.0 TDI 4x4 DSG,741000,2022,107328,Nafta,Automatická,110.0
bmw,540i xDrive M paket Pro,1389000,2023,39300,Benzín,Automatická,161.0
kia,"2,2CRDI Platinum AWD DPH ČR",685000,2020,108000,Nafta,Automatická,103.0
citroen,"1,2 PureTech 68k CZ Live",178999,2018,86156,Benzín,Manuální,84.5
volvo,2.0B5 173kW 4x4  Cross Country,949000,2023,94910,Nafta,Automatická,173.0
kia,2.0 GDi,195000,2013,165000,Benzín,Manuální,103.0
nissan,"1,3 DIG-T Tekna",655000,2026,5,Benzín,Manuální,96.0
toyota,"Toyota Avensis, bez investic",204000,2016,146350,Nafta,Manuální,97.0
kia,"1,7 CRDi 85kW CZ Comfort 2.Maj",149999,2017,248235,Nafta,Manuální,85.0
peugeot,ALLURE Hybrid 145 e-DCS6,699900,2025,27985,Hybridní,Automatická,90.0
kia,"SW 1,6 T-GDi GPF 7DCT TOP",744980,2026,0,Benzín,Automatická,103.0
kia,"SW 1,6 T-GDi GPF 7DCT TOP",737980,2026,0,Benzín,Automatická,103.0
seat,"2.0 TDi,FR,alu,klima,serviska",249900,2014,149000,Nafta,Manuální,96.0
volkswagen,2.0TDI 110kw DSG Masáže Kamera,399000,2021,166100,Nafta,Automatická,110.0
volvo,B5 AWD DARK PLUS AUT,1849000,2026,5,Benzín,Automatická,145.0
honda,2.0 VTEC Turbo Type R*Navi*,1529440,2026,10,Benzín,Manuální,108.0
fiat,1.4 S-Design 88 kW PRODÁNO,284999,2018,83882,Benzín,Manuální,88.0
volkswagen,PRO 150 kW Tažné 62 kWh,419900,2020,74761,Elektro,Automatická,150.0
renault,"1.2i 16V 55KW Tažné, Nové v ČR",35000,2006,111320,Benzín,Manuální,55.0
citroen,"1.6i XTR DIGI.KLIMA, 6x AIRBAG",139900,2012,161291,Benzín,Manuální,84.5
audi,Unknown,480000,2017,199790,Nafta,Automatická,165.0
volkswagen,2.0TDI DSG/CUP/GPS NAVI/7.MÍST,328000,2015,215485,Nafta,Automatická,110.0
toyota,"TS STYLE 1,8 HEV AT",749900,2026,3000,Hybridní,Automatická,97.0
peugeot,"e, navigace, SoH 94%",399999,2022,28726,Elektro,Automatická,90.0
volvo,"ULTRA DARK, T8 AWD, 228+107 kW",2141000,2026,0,Hybridní,Automatická,107.0
seat,"1,4 TSi 110kw Automat 7míst GP",189000,2013,174833,Benzín,Automatická,110.0
mazda,"2,2 SKYAKTIV D 129KW",160000,2015,219000,Nafta,Manuální,129.0
peugeot,BUSINESS Hybrid 110 e-DCS6,523000,2026,0,Hybridní,Automatická,90.0
peugeot,CC 1.6i 88kW 2009 KABRIO,99900,2009,121618,Benzín,Manuální,88.0
toyota,2.5HEV Executive 231PS,1049900,2025,450,Hybridní,Automatická,97.0
toyota,2.5HEV 231PS Executive,1049900,2025,450,Hybridní,Automatická,97.0
mercedes-benz,"200d AMG, AT/150 PS/Led/Kůže",699990,2020,92000,Nafta,Automatická,146.0
nissan,5.6 V8 SE LPG 7-míst,259000,2008,239889,LPG + benzín,Automatická,96.0
peugeot,BUSINESS Turbo 100 MAN6,489000,2026,1,Hybridní,Manuální,90.0
peugeot,BUSINESS Turbo 100 MAN6,505000,2026,1,Hybridní,Manuální,90.0
volkswagen,"2,0 TDI 110kW DSG Comfort Navi",179999,2015,294873,Nafta,Automatická,110.0
peugeot,ALLURE PureTech 110 S&S MAN6,646000,2026,0,Benzín,Manuální,90.0
audi,"50TDI QUATTRO S-LINE, WEBASTO",2199900,2025,9995,Nafta,Automatická,165.0
mazda,"2.5 Skyactiv-G, Revolution TOP",560000,2019,71081,Benzín,Automatická,114.0
ford,"2,0 EcoBlue Combi Active X LED",349000,2020,104120,Nafta,Manuální,110.0
ford,"1,5 EcoBoost Titanium NAVI+PDC",375000,2022,162094,Benzín,Manuální,110.0
audi,50 TDI 210 kW S-line Quattro T,1649000,2023,62975,Nafta,Automatická,210.0
skoda,Style 1.0 TSI,449000,2023,25624,Benzín,Manuální,110.0
kia,"1,6   T-GDi GPF 7DCT TOP",808371,2025,5,Benzín,Automatická,103.0
peugeot,ALLURE PureTech 110 S&S MAN6,631000,2026,0,Benzín,Manuální,90.0
audi,2.0TDi 90KW MAN,279900,2016,193480,Nafta,Manuální,90.0
kia,"1,2 DPI  ČR,1.MAJITEL,EXCLUSIV",369900,2023,23688,Benzín,Manuální,103.0
kia,"1,6 i  ČR,1.MAJITEL,AUTOMAT",149900,2011,135850,Benzín,Automatická,103.0
peugeot,"BUSINESS 100 koní, 7let záruka",399000,2026,2,Benzín,Manuální,90.0
kia,"1,5 T-GDI  EXCLUSIVE,ZÁRUKA",469900,2023,31447,Benzín,Manuální,103.0
volvo,cc Inscription max. výbava,970000,2020,41400,Nafta,Automatická,145.0
mazda,"2,5 i  1MAJ,DPH,REVOLUTION TOP",399900,2017,144158,Benzín,Automatická,114.0
toyota,"1,5 D-4D  ČR,1.MAJ,DPH,TAŽNÉ",299900,2021,93094,Nafta,Manuální,97.0
volvo,"B5 AWD Plus, vzduch, ventilace",1289000,2023,52000,Nafta,Automatická,145.0
kia,"1,5 T-GDI GT Line Plus 118kw",469900,2022,44058,Benzín,Manuální,118.0
mazda,2.0i 88kW ATTRACTION REZERVACE,279000,2017,102581,Benzín,Manuální,88.0
toyota,"1.8 Hybrid, Trek, Automat, ČR",500000,2022,106285,Hybridní,Automatická,97.0
toyota,"X, 1.5HEV 116k 2x4 Comfort",429000,2026,6,Hybridní,Automatická,97.0
bmw,M850i xDrive /Laser/530 PS/ČR,1399990,2020,64000,Benzín,Automatická,161.0
kia,"5P 4x2 ELITE 120 KW + 71,2 KWH",1149980,2026,3,Elektro,Automatická,120.0
audi,"Audi SQ7, servisní knížka.",840000,2018,172002,Nafta,Automatická,165.0
ford,2.0 LED SONY ACC TITANIUM ECOB,349000,2020,158000,Nafta,Manuální,110.0
audi,Sportback 3.0TDI 180 kW,365000,2013,320000,Nafta,Automatická,180.0
peugeot,GT Hybrid 145k e-DCS6 =0km,649900,2025,1,Benzín,Automatická,90.0
peugeot,"BUSINESS 100 koní, 7let záruka",399000,2026,2,Benzín,Manuální,90.0
citroen,PLUS 1.2 PureTech 130 S&S MAN6,399000,2024,20000,Benzín,Manuální,84.5
peugeot,"BUSINESS 100 koní, 7let záruka",399000,2026,2,Benzín,Manuální,90.0
mazda,2.5 Skyactiv-G 143kw Automat,398675,2018,91722,Benzín,Automatická,143.0
skoda,"RS 2,0 TSI 195 kW",1249000,2025,21100,Benzín,Automatická,195.0
seat,1.0i 66kW- XPERIENCE- 28 500KM,319900,2020,28534,CNG + benzín,Manuální,66.0
toyota,"2.5 D-4D SERVISNÍ KN,DOL KM",329900,2007,203000,Nafta,Manuální,97.0
citroen,C4 PLUS 1.2 PureTech 130 S&S M,370000,2024,55000,Benzín,Manuální,84.5
volvo,B3 DARK PLUS AUT CZ,749000,2024,26800,Benzín,Automatická,145.0
audi,"Sportback 2,0 TDi quattro",249000,2015,257600,Nafta,Automatická,165.0
toyota,Unknown,694900,2026,7,Hybridní,Automatická,97.0
bmw,xDrive40d,1399000,2021,73174,Nafta,Automatická,161.0
citroen,"1.2i 81KW Automat,S.Kniha",219000,2018,149900,Benzín,Automatická,81.0
citroen,"1.2PT,Feel,LED",269000,2021,43725,Benzín,Manuální,84.5
volvo,T8 AWD RECHARGE BRIGHT PLUS 7m,1909000,2026,0,Hybridní,Automatická,145.0
kia,1.6 T-GDI 150 kW DCT GT,574900,2023,50940,Benzín,Automatická,150.0
subaru,2.4 Limited XT 260HP-AWD 2026,1511290,2026,1,Benzín,Automatická,110.0
citroen,"1,6 VTi",128000,2013,73886,Benzín,Manuální,84.5
seat,"2.0 TDI, X-Perience, 4X4",260000,2016,178660,Nafta,Automatická,96.0
renault,"1.2 TCe, Limited, Klima",160000,2016,98083,Benzín,Manuální,82.0
volkswagen,"1.0 TSI, Automatická klima",180000,2018,266138,Benzín,Manuální,110.0
renault,"0.9 TCe, Parkovací asistent",80000,2012,81029,Benzín,Manuální,82.0
renault,"2.0 dCi, Bose, Navi",140000,2015,254617,Nafta,Manuální,82.0
peugeot,"1.6 HDi, Automatická klima",155000,2013,97539,Nafta,Manuální,90.0
peugeot,"1.5 BlueHDi, 7 míst, Kůže",250000,2020,274079,Nafta,Manuální,90.0
renault,"1.2 TCe, Intens, ČR,1.maj",220000,2016,104817,Benzín,Manuální,82.0
fiat,"2.0 MultiJet, 7 míst",150000,2011,236460,Nafta,Manuální,70.0
renault,"1.3 TCe, ČR,1.maj, Serv.kniha",430000,2023,24582,Benzín,Manuální,82.0
ford,"2.0 TDCi, Navi",320000,2017,104206,Nafta,Manuální,110.0
kia,"1.7 CRDi, Serv.kniha",160000,2013,224964,Nafta,Manuální,103.0
seat,1.2TSi 81KW 6RYCHLOSTÍ,217999,2019,126000,Benzín,Manuální,81.0
peugeot,"1.4i,54kw.Edice Urban Move",65000,2009,113700,Benzín,Manuální,54.0
renault,"1.5 dCi,Navigace",250000,2017,149329,Nafta,Manuální,82.0
ford,"1.5 EB,AT,navi,LED",320000,2019,108643,Benzín,Automatická,110.0
peugeot,"1.6 HDi,AC,tažné",55000,2006,180918,Nafta,Manuální,90.0
audi,"3,0 TDi,QUATTRO,S-LINE,NEHAVAR",750000,2017,207407,Nafta,Automatická,165.0
fiat,ICON 1.2 TurboHybrid 110k eDC6,499000,2026,5,Hybridní,Automatická,70.0
ford,"2.0 TDCi 4x4,2.maj,AT",239000,2017,250486,Nafta,Automatická,110.0
fiat,1.0i 6MT Torino,486900,2026,5,Benzín,Manuální,70.0
audi,"55 Quattro, 300kw, tažné, DPH",556600,2020,148000,Elektro,Automatická,300.0
peugeot,BUSINESS Turbo 100 MAN6,505000,2026,1,Hybridní,Manuální,90.0
volvo,B5 AWD AUT BRIGHT PLUS,1699000,2026,0,Benzín,Automatická,145.0
volvo,T8 AWD RECHARGE BRIGHT PLUS 7m,1909000,2026,0,Hybridní,Automatická,145.0
volvo,T8 AWD RECHARGE BRIGHT PLUS 7m,1909000,2026,0,Hybridní,Automatická,145.0
peugeot,"1.5HDi MAXi,1.maj,ČR",381200,2021,95283,Nafta,Automatická,90.0
skoda,Škoda Octavia 1.6TDI N.Rozvody,204999,2017,223000,Nafta,Manuální,110.0
hyundai,"1.0 T-GDI, Klima, Tempomat",200000,2017,107432,Benzín,Manuální,99.0
toyota,"1.8 Hybrid, Automat, ČR,1.maj",480000,2023,56596,Hybridní,Automatická,97.0
nissan,"1.2 12V, Serv.kniha, Klima",100000,2013,63780,Benzín,Manuální,96.0
opel,"50 kWh, SoH 100%, Automat",400000,2021,57140,Elektro,Automatická,50.0
peugeot,"1.2 PureTech, Allure, Kůže",260000,2020,73651,Benzín,Manuální,90.0
honda,"1.5 VTEC, Automat, Serv.kniha",450000,2018,90108,Benzín,Automatická,108.0
toyota,"1.6 Valvematic, ČR,1.maj",330000,2017,61818,Benzín,Manuální,97.0
opel,"Opel Astra J, GTC 2.0 CDTi",120000,2011,175378,Nafta,Manuální,96.0
peugeot,"2.0 HDi, HEAD-UP, PANO, NAVI",148888,2012,162460,Nafta,Automatická,90.0
opel,"1,8 V16",36000,2005,316200,LPG + benzín,Manuální,96.0
opel,2.0 CDTI/servis/automat/96kW,115000,2008,206904,Nafta,Automatická,96.0
citroen,"1,5 Diesel 100k Manual PLUS",625001,2026,5,Nafta,Manuální,84.5
kia,"1,5   T-GDI 118kW,FRESH,1.MAJ,",339900,2022,127623,Benzín,Manuální,118.0
toyota,2.5 Hybrid AUT 4WD Executive,829000,2022,68072,Hybridní,Automatická,97.0
renault,"1,5 DCi 55kw Klima, CZauto",136000,2018,153737,Nafta,Manuální,55.0
volvo,T8 AWD RECHARGE BRIGHT ULTRA,2109000,2026,0,Hybridní,Automatická,145.0
volvo,T8 AWD RECHARGE DARK PLUS 7m,1699000,2025,14255,Hybridní,Automatická,145.0
kia,"1.5 TGDI, AUTOMAT, ODPOČET DPH",219999,2022,227035,Benzín,Automatická,103.0
volvo,T6 AWD AUT BRIGHT PLUS,1519000,2026,0,Hybridní,Automatická,145.0
volvo,"Recharge Plus, T8 AWD Plug-in",1399000,2024,33000,Hybridní,Automatická,145.0
audi,Plus 4.0 V8 605 PS Quattro,550000,2017,106000,Benzín,Automatická,165.0
citroen,"2.2 HDI, Automat",150000,2013,231740,Nafta,Automatická,84.5
kia,"1,5 T-GDi 117kW Combi",338000,2022,103815,Benzín,Manuální,117.0
opel,"1.2, Serv.kniha, Klima",300000,2023,5391,Benzín,Manuální,96.0
skoda,"2.0 TDI, Sportline, Automat",430000,2020,221759,Nafta,Automatická,110.0
volkswagen,---ZÁLOHOVÁNO---,499000,2021,85264,Elektro,Automatická,110.0
audi,"3.0 TDI, 4X4, Automat, 7 míst",600000,2015,201330,Nafta,Automatická,165.0
opel,"2,0 CDTi 125 kW Aut. CZ",219999,2016,112896,Nafta,Automatická,125.0
audi,TFSI110 kW Advanced 7Stronic,589900,2023,69417,Benzín,Automatická,110.0
volkswagen,"2,0 TDI Life 1.majitel TOP!",437000,2022,99600,Nafta,Automatická,110.0
peugeot,LONG GT BlueHDi 130 S&S EAT8,786000,2026,0,Nafta,Automatická,90.0
citroen,"1.6 115KW AUTOMAT, Tažné",124990,2011,149000,Benzín,Automatická,115.0
fiat,"1.6 JTD, TEMPOMAT, AUTO AC",188888,2016,164470,Nafta,Manuální,70.0
kia,1.6 CRDi 100KW 7DCT EXCLUSIVE,399900,2022,89565,Nafta,Automatická,100.0
opel,HIT Edition 1.2TURBO 130k EAT8,509900,2025,5000,Benzín,Automatická,96.0
renault,techno mild hybrid 150 auto,792000,2026,1,Benzín,Automatická,82.0
volvo,T8 AWD RECHARGE DARK PLUS CZ,879000,2022,55459,Hybridní,Automatická,145.0
volvo,B5 AWD DARK ULTIMATE AUT CZ,999000,2023,33214,Benzín,Automatická,145.0
audi,4.0 TFSI,568700,2016,298300,Benzín,Automatická,165.0
subaru,"2.5i,CVT,4x4,CZ,Tažné",389900,2016,207188,Benzín,Automatická,110.0
volvo,"1,5 T3 Momentum",349900,2018,58200,Benzín,Automatická,145.0
volvo,"2,0 B4 AWD R-Design tažné.BLIS",799900,2022,86400,Nafta,Automatická,145.0
toyota,"2.0 D-4D, 8 míst, L2, Automat",680000,2021,138146,Nafta,Automatická,97.0
peugeot,LONG ALLURE BlueHDi 130 S&S MA,688000,2026,0,Nafta,Manuální,90.0
hyundai,"1.5 T-GDI MHEV, N-Line",520000,2024,27708,Benzín,Automatická,99.0
peugeot,LONG ALLURE BlueHDi 130 EAT8,705000,2025,1,Nafta,Automatická,90.0
kia,"1.5 T-GDI, TOP, Automat, ČR",480000,2023,27143,Benzín,Automatická,103.0
peugeot,"1.2PureTech,74kW,ALLURE,MAN6",429900,2024,26813,Benzín,Manuální,74.0
renault,"1.2 TCe, Navi",210000,2017,146876,Benzín,Manuální,82.0
volkswagen,"2.0 TDI, Automatická klima",450000,2019,71409,Nafta,Manuální,110.0
ford,"2.0 TDCi, Titanium, 4X4",200000,2013,125932,Nafta,Automatická,110.0
audi,3.0TDI ČR 2. Majitel 2015,429000,2015,168880,Nafta,Automatická,165.0
citroen,"1.6 HDi, Automatická klima",40000,2007,197000,Nafta,Manuální,84.5
opel,2.0 cdti ST Business Edition,299000,2021,128000,Nafta,Manuální,96.0
toyota,1.5D-4D Polokombi L2 130k,349000,2021,129800,Nafta,Manuální,97.0
volvo,Cross Country 2.0 D3 110 kW,289990,2018,201343,Nafta,Automatická,110.0
renault,"1,3 Tce 103 kW Sport Tourer Zá",318000,2020,84283,Benzín,Manuální,103.0
audi,"2,0 TDi",285000,2016,262258,Nafta,Manuální,165.0
toyota,"1,8 Hybrid /100 kW",359000,2018,66987,Hybridní,Automatická,100.0
kia,"1,2 DPI EXCLUSIVE PLUS",421980,2025,5000,Benzín,Manuální,103.0
citroen,"1,5 Diesel 100k Manual PLUS",600001,2026,5,Nafta,Manuální,84.5
kia,"HEV, ČR, Serviska, Záruka",360000,2020,166347,Hybridní,Automatická,103.0
volvo,"MOMENTUM PRO, B5 AWD, 184+10 k",799000,2021,152500,Benzín,Automatická,145.0
peugeot,SW GT Hybrid 145 e-DCS6,819000,2026,1,Hybridní,Automatická,90.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,741000,2026,1,Hybridní,Automatická,90.0
peugeot,Active L3 2.2 BlueHDi 150,1012770,2026,1,Nafta,Manuální,90.0
peugeot,Active L3 2.2 BlueHDi 180,1154340,2026,1,Nafta,Automatická,90.0
volvo,T8 AWD PLUG-IN DARK ULTRA CZ,1399000,2025,23354,Hybridní,Automatická,145.0
audi,"2.0 TDI, Xenony",190000,2012,285873,Nafta,Manuální,165.0
peugeot,"2.0 BlueHDi, Navi",180000,2015,224141,Nafta,Manuální,90.0
opel,"1.4 Turbo, ČR,1.maj",200000,2016,23178,Benzín,Manuální,96.0
kia,"1.6 CRDi, jezdí výborně",66000,2010,254693,Nafta,Manuální,103.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,777000,2026,0,Hybridní,Automatická,90.0
audi,55 300KW 20 ALU SPORTBACK,830000,2022,34000,Elektro,Automatická,300.0
toyota,"1.8VVT-i,CVT,4x4,ActiveTrend",199900,2011,254142,Benzín,Automatická,97.0
volvo,D4 AWD R-DESIGN *B&W* POLESTAR,635000,2018,115400,Nafta,Automatická,145.0
citroen,"1.5 BlueHDI 96 kW, ČR, 1.MAJ.",299900,2019,108818,Nafta,Manuální,96.0
audi,Sportback S-Line 40 TDI quattr,957000,2023,74700,Nafta,Automatická,165.0
audi,2.0TDI S-line 110kW,399000,2017,67500,Nafta,Manuální,110.0
peugeot,STYLE Turbo 100 MAN6,393000,2026,1,Benzín,Manuální,90.0
peugeot,ALLURE Turbo 100 MAN6,442000,2026,1,Benzín,Manuální,90.0
peugeot,ALLURE Turbo 100 MAN6,433000,2026,1,Benzín,Manuální,90.0
peugeot,BUSINESS Turbo 100 MAN6,399000,2026,1,Benzín,Manuální,90.0
toyota,"2,0 VIP,Webasto,L2",849900,2022,38673,Nafta,Automatická,97.0
renault,Iconic cinq 150k comfort range,690000,2025,14527,Elektro,Automatická,82.0
peugeot,"1,2 PureTech 96kw LED, Kamera,",420000,2022,43006,Benzín,Manuální,96.0
renault,"1,3TCe-103kW+sada zimních pneu",260000,2018,53400,Benzín,Manuální,103.0
audi,"3,0 BITDI QUATTRO",649000,2017,109676,Nafta,Automatická,165.0
toyota,Toyota Proace,409000,2021,93000,Nafta,Manuální,97.0
mercedes-benz,220d 4M,889000,2021,91500,Nafta,Automatická,146.0
volkswagen,R-Line 2.0 TDI DSG,769000,2023,49517,Nafta,Automatická,110.0
renault,"E-Tech Full Hybrid, techno",630000,2025,14848,Hybridní,Automatická,82.0
opel,"2,0 CDTi Elegance CZ DPH 1.Maj",339999,2021,127182,Nafta,Manuální,96.0
renault,"1.6i 64 kW, 2x AIRBAG, ABS",89999,2010,244537,Benzín,Manuální,64.0
fiat,"1.2i 51kw, Klima, Alu, NováTK",144000,2012,139000,Benzín,Manuální,51.0
volkswagen,Elegance 2.0TDI DSG R-Line,492000,2022,160942,Nafta,Automatická,110.0
audi,3.0 TDI Servisováno,549900,2018,190000,Nafta,Automatická,165.0
mazda,"2,2 SKYACTIV-D/MAN6",265000,2016,235800,Nafta,Manuální,114.0
toyota,1.8 HSD Hybrid Selection,299900,2019,126800,Benzín,Automatická,97.0
volkswagen,"2.0TDI 110kW R-Line / ALU 19""",492000,2023,156744,Nafta,Manuální,110.0
seat,1.4 TSi 150k 7MÍST SERVIS,419000,2017,158498,Benzín,Manuální,96.0
mercedes-benz,GLE 63 S AMG 4Matic/ČR/DPH,919990,2015,159000,Benzín,Automatická,146.0
peugeot,ČR 1.6HDI 88KW – NAVIGACE,299990,2018,169000,Nafta,Manuální,88.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,744000,2026,0,Hybridní,Automatická,90.0
peugeot,SW ALLURE Hybrid 145 e-DCS6,777000,2026,0,Hybridní,Automatická,90.0
nissan,"1,5 dCi 81kW   2 sady kol",179000,2014,207251,Nafta,Manuální,81.0
bmw,320d*XDRIVE*M*HUD*KAMERA*LASER,779000,2020,56596,Nafta,Automatická,161.0
kia,1.6 T-GDI 110 kW Edice 30,589900,2023,40168,Benzín,Manuální,110.0
volvo,Unknown,749000,2017,140000,Nafta,Automatická,145.0
audi,3.0 TDI / 200 kW quattro S tro,439900,2018,221457,Nafta,Automatická,200.0
volvo,2.0 D5 AWD/Inscript/Polest/DPH,529000,2015,161100,Nafta,Automatická,145.0
hyundai,"CALLIGRAPHY 1,6 TGDI PHEV 6AT",1502756,2026,1,Hybridní,Automatická,99.0
kia,1.6 T-GDi 7DCT Exclusive 2026,656980,2025,5,Benzín,Automatická,103.0
seat,1.2 TSI,160000,2015,102000,Benzín,Manuální,96.0
kia,PHEV AWD Kamera 7 míst,1089000,2022,48500,Hybridní,Automatická,103.0
kia,Action PHEV AWD Kamera 7 míst,1159000,2023,42000,Hybridní,Automatická,103.0
kia,PHEV AWD 360k HuD 7 míst BOSE,1299000,2023,28000,Hybridní,Automatická,103.0
kia,PHEV AWD Kamera 7 míst BOSE,1299000,2025,28000,Hybridní,Automatická,103.0
kia,PHEV AWD 360k Pano. 7 míst Taž,1329000,2023,30000,Hybridní,Automatická,103.0
kia,Sport Advance Plus Tažné 360k,679000,2019,55500,Hybridní,Automatická,103.0
opel,"1,7 CDTi 81kW 7 míst",79500,2010,218186,Nafta,Manuální,81.0
toyota,"1,5 Diesel (130hp)  8AT LWB 7M",709000,2025,8,Nafta,Automatická,97.0
toyota,"2,0 Diesel (177hp) L2 8AT  Fam",1258400,2025,7,Nafta,Automatická,97.0
peugeot,Unknown,265000,2019,126000,Benzín,Manuální,90.0
fiat,"1,8 i 16V 96kW Cabrio",119999,1997,109675,Benzín,Manuální,96.0
opel,Edition Hybrid 1.2 TURBO 81kW,544990,2025,5,Hybridní,Automatická,81.0
peugeot,"1,6HDI*ČR*66KW*",65900,2008,298568,Nafta,Manuální,66.0
peugeot,"1,2 PureTech 96kW CZ",349999,2021,81550,Benzín,Automatická,96.0
hyundai,"1.5 T-GDI MHEV, Style, ČR",450000,2023,99816,Benzín,Manuální,99.0
volvo,"PLUS B5 360°kůže ven.,Vyhř.č.",1747746,2026,5,Benzín,Automatická,145.0
renault,"1.5 dCi, 5 míst, Zen",150000,2016,193907,Nafta,Manuální,82.0
hyundai,"1.0 T-GDI, Kůže",260000,2018,153595,Benzín,Manuální,99.0
peugeot,1.5 BlueHDi/96kW Allure S&S AT,429900,2019,48068,Nafta,Automatická,96.0
toyota,"2.5 Hybrid, 4X4, Automat",450000,2017,165077,Hybridní,Automatická,97.0
opel,1.4 turbo benzin - servisováno,150000,2016,115000,Benzín,Manuální,96.0
opel,GS Hybrid 1.2 TURBO 145k eDCT6,618000,2026,0,Hybridní,Automatická,96.0
seat,"2.0 TDI 110 kW, Style, DPH",509900,2020,154720,Nafta,Manuální,110.0
hyundai,"Hyundai Santa Fe 4x4 2,2",149999,2011,245555,Nafta,Automatická,99.0
renault,"Renault Mégane 1,3TCe Limited",199000,2018,189000,Benzín,Manuální,82.0
seat,1.0. TSI 95k DSG FR,586900,2026,9000,Benzín,Automatická,96.0
audi,"1.6, Automatická klima",70000,2003,156239,Benzín,Manuální,165.0
